ACCESSION,SPECIES,STRAIN,NCBI_TAXID,BIOPROJECT,ASM_LENGTH,N50,ASM_NAME
GCA_015678955.1,Chrysoporthe puriensis,CMW54409,2029752,PRJNA675712,44539370,4781437,ASM1567895v1
GCA_030710335.1,Chrysoporthe syzygiicola,CMW 29940,671139,PRJNA971112,42484721,617420,ASM3071033v1
GCA_030710355.1,Chrysoporthe zambiensis,CMW 29930,671140,PRJNA971112,48300366,691378,ASM3071035v1
GCA_020002325.1,Chrysosphaeria jannelii,CMW47058,2745882,PRJNA713969,16250663,126182,ASM2000232v1
GCA_029850275.1,Chrysosporium keratinophilum,CBS 104.62,69893,PRJNA934263,25439844,2037736,ASM2985027v1
GCA_001430955.1,Chrysosporium queenslandicum,CBS 280.77,264361,PRJNA284880,32335957,148357,ASM143095v1
GCA_026023555.1,Chrysothrix sp. TS-e1954,Spribille s.n. 12.05.2019/TS-e1954,2939400,PRJNA833438,22580152,173626,ASM2602355v1
GCA_027604305.1,Chytridiales sp. JEL 0842,JEL 0842,2786947,PRJNA619752,26948520,54795,ASM2760430v1
GCA_023347005.1,Chytridiomycetes sp.,concoct_11,2012386,PRJNA781406,9037264,27168,ASM2334700v1
GCA_025449115.1,Chytridium lagenaria,Arg66,64509,PRJNA331556,42380874,216171,Chylag1
GCA_025435555.1,Chytriomyces cf. hyalinus JEL632,JEL632,1907226,PRJNA346871,38103441,312457,Chyhya1
GCA_006535975.1,Chytriomyces confervae,CBS 675.73,246404,PRJNA453741,35973405,29705,ASM653597v1
GCA_027604105.1,Chytriomyces hyalinus,ARG121,4814,PRJNA619725,29515939,52956,ASM2760410v1
GCA_025201725.1,Chytriomyces sp. MP71,MP71,1882861,PRJNA331557,36383760,34310,Chytri1
GCA_008122225.1,Ciboria shiraiana,LR-318,984309,PRJNA556106,39144485,2398771,ASM812222v1
GCA_025890175.1,Ciborinia camelliae,ITAC2,647257,PRJNA853157,46380254,111790,ASM2589017v1
GCA_016758965.1,Circinella minor,CBS 143.56,1195481,PRJNA668042,54179589,109725,ASM1675896v1
GCA_025093555.1,Circinella umbellata,NRRL1351,101103,PRJNA331974,51270100,688331,Cirumb1
GCA_026023565.1,Cirrosporium novae-zelandiae,CBS125236,1130053,PRJNA833438,31405350,658914,ASM2602356v1
GCA_030567395.1,Citeromyces hawaiiensis,NRRL Y-11581,1046750,PRJNA736342,16325508,51420,ASM3056739v1
GCA_030570875.1,Citeromyces matritensis,NRRL Y-2407,36909,PRJNA736342,17912012,19183,ASM3057087v1
GCA_030580415.1,Citeromyces nyonsensis,CBS 12700,1306350,PRJNA736342,17623623,11832,ASM3058041v1
GCA_003706365.1,Citeromyces siamensis,NRRL Y-27975,109331,PRJNA429441,25256979,3825,ASM370636v1
GCA_036429605.1,Cladobotryum mycophilum,ATHUM6906,491253,PRJNA933814,40603195,5027942,ASM3642960v1
GCA_004303015.1,Cladobotryum protrusum,CCMJ2080,767780,PRJNA402101,39087229,4973539,ASM430301v1
GCA_025526935.1,Cladochytrium replicatum,JEL 714,109936,PRJNA346872,50665862,394289,Clarep1_1
GCA_026954515.1,Cladochytrium tenue,CCIBt4013,1604274,PRJNA630055,48956424,4907,ASM2695451v1
GCA_018257855.2,Cladonia borealis,ANT050790,184061,PRJNA693578,36013978,1657173,ASM1825785v2
GCA_000444155.1,Cladonia macilenta KoLRI003786,KoLRI003786,1353983,PRJNA210603,37117081,100043,Clmac_v1
GCA_000482085.2,Cladonia metacorallifera KoLRI002260,,1400770,PRJNA219240,36682060,132893,C_metacorallifera_KoLRI002260_v2
GCA_963971245.1,Cladonia norvegica,,2873768,PRJEB67439;PRJEB73486,32251759,1451050,glClaNorv1.1
GCA_023065455.1,Cladonia rangiferina,SA24,111670,PRJNA788493,39345263,699827,Crangiferina-SA24
GCA_947623385.2,Cladonia squamosa,,174074,PRJEB53491;PRJEB58325,38047994,1447414,glClaSqua9.2
GCA_040955005.1,Cladonia stellaris,CA-23-2305-A,174045,PRJNA1001853;PRJNA1114112,35904429,1009801,glClaStel2_p1.1
GCA_002927785.1,Cladonia uncialis,Normore 8774,174080,PRJNA348097,32851544,34773,ASM292778v1
GCF_000835475.1,Cladophialophora bantiana CBS 173.52,CBS 173.52,1442370,PRJNA233316,36722552,607153,Clad_bant_CBS_173_52_V1
GCF_000365165.1,Cladophialophora carrionii CBS 160.54,CBS 160.54,1279043,PRJNA185784,28991111,547136,Clad_carr_CBS_160_54_V1
GCA_030247875.1,Cladophialophora chaetospira,TK_41,386627,PRJNA631111,35553408,1145873,UCR_TK_41
GCA_030068005.1,Cladophialophora exuberans,CMRP1227,1949210,PRJNA852683,37523205,174750,CMRP1227_Cexuberans
GCF_000835495.1,Cladophialophora immunda,CBS 83496,569365,PRJNA325796,43029152,816841,Clad_immu_CBS83496_V1
GCF_000585535.1,Cladophialophora psammophila CBS 110553,CBS 110553,1182543,PRJNA164589,39420127,398655,Clad_psam_CBS_110553_V1
GCA_040207545.1,Cladophialophora sp. XZL-2018a,CGMCC 3.18769,2448088,PRJNA952342,33808635,1884340,ASM4020754v1
GCF_000585515.1,Cladophialophora yegresii CBS 114405,CBS 114405,1182544,PRJNA164591,27898422,666756,Clad_yegr_CBS_114405_V1
GCA_033576145.1,Cladorrhinum samala,PSN324,585594,PRJNA953075,36213901,102864,Clasam1
GCA_033725935.1,Cladorrhinum sp. PSN259,PSN259,3039814,PRJNA953076,37965040,193835,Clasp259_1
GCA_033297175.1,Cladorrhinum sp. PSN332,PSN332,3039815,PRJNA953077,37948236,154091,Clasp332_1
GCA_001931905.2,Cladosporiaceae sp. IMV 00045,IMV 00045,2562440,PRJNA355122,50156125,46565,ASM193190v2
GCA_024708745.1,Cladosporiales sp.,eukMAG-1,2860122,PRJNA746316,49777144,3827,USC_Clado_1.0
GCA_037044025.1,Cladosporium antarcticum,LH_A391,470179,PRJNA1025352,43257386,902052,ASM3704402v1
GCA_022813715.1,Cladosporium austrohemisphaericum,FJI-L7-BK-DG1,1758464,PRJNA800051,29394374,775431,ASM2281371v1
GCA_002901145.1,Cladosporium cladosporioides,TYU,29917,PRJNA396076,33225733,1992403,ASM290114v1
GCA_026122715.1,Cladosporium colombiae,601,643907,PRJNA811706,33550008,1848715,ASM2612271v1
GCA_023634325.1,Cladosporium cucumerinum,C1,166633,PRJNA818102,33848396,2070767,ASM2363432v1
GCA_037044255.1,Cladosporium endophyticum,LH_A213,2259870,PRJNA1025352,27253121,1038529,ASM3704425v1
GCA_035771495.1,Cladosporium oxysporum,AAAS_A1,29919,PRJNA1032427,34515558,1898290,ASM3577149v1
GCA_003614995.1,Cladosporium phlei,ATCC 36193,1116209,PRJNA470565,32816021,130035,ASM361499v1
GCA_030463185.1,Cladosporium sp. BF-F,BF-F,2949268,PRJNA837019,29444740,1759780,ASM3046318v1
GCA_037042895.1,Cladosporium sp. F165,F165,2904843,PRJNA788622,33508472,1473171,F165_NP_v1
GCA_037042825.1,Cladosporium sp. F190,F190,2904841,PRJNA788622,33763380,1467840,F190_NP_v1
GCA_030247845.1,Cladosporium sp. JES 115,JES_115,2991675,PRJNA631111,32607911,966560,UCR_JES115
GCA_030772445.1,Cladosporium sp. MBC 237,MBC 237,2978604,PRJNA879330,28766547,305286,ASM3077244v1
GCA_030787115.1,Cladosporium sp. MBC 869,MBC 869,2993632,PRJNA879330,31861864,331281,ASM3078711v1
GCA_002921095.1,Cladosporium sp. SL-16,SL-16,2048672,PRJNA415529,35856902,610332,ASM292109v1
GCA_018703675.1,Cladosporium sp. SW67,SW67,2259629,PRJNA479726,26364472,1090455,ASM1870367v1
GCA_011745625.1,Cladosporium sp. TM138-S3,TM138-S3,2716165,PRJNA610946,28010873,438704,ASM1174562v1
GCA_023621355.1,Cladosporium sphaerospermum,R2409,92950,PRJNA833221,28077488,691500,ASM2362135v1
GCA_021018855.1,Cladosporium tenuissimum,A3.I.1,70808,PRJNA661343,33552215,1518065,ASM2101885v1
GCA_024604135.1,Cladosporium velox,C4,891392,PRJNA851106,31985200,1662353,ASM2460413v1
GCA_026770245.1,Clarireedia aff. paspali H2,H2,2881482,PRJNA769067,39032968,156998,UGA_Clarireedia_aff._paspali_H2_isolate_v1
GCA_026225975.1,Clarireedia hainanense,H4,2867042,PRJNA851901,45913202,111591,ASM2622597v1
GCA_001465935.1,Clarireedia homoeocarpa,HRI11,1436886,PRJNA302176,43359131,425870,ASM146593v1
GCA_002242905.1,Clarireedia jacksonii,MB01,2036908,PRJNA288040,39468807,27503,ASM224290v1
GCA_026226035.1,Clarireedia monteithiana,H7,2211668,PRJNA851901,47090753,100581,ASM2622603v1
GCA_026225955.1,Clarireedia paspali,H3,2860823,PRJNA851901,52162775,89842,ASM2622595v1
GCA_002242865.1,Clarireedia sp. CPB17,CPB17,2730676,PRJNA288032,36396316,20630,ASM224286v1
GCA_002242985.1,Clarireedia sp. SE16F4,SE16F4,2730677,PRJNA288038,36003868,15633,ASM224298v1
GCA_010015635.1,Clathrospora elynae,CBS 161.51,706981,PRJNA245624,37388950,54436,Clael1
GCA_020884735.1,Clathrus columnatus,MO-923,1419009,PRJDB12304,36509728,3174166,Clacol_1.0
GCA_026023515.1,Claussenomyces sp. TS43310,Spribille 43310/TS-e1940,2939399,PRJNA833438,27566375,575796,ASM2602351v1
GCA_951802425.1,Clavaria fumosa,,264083,PRJEB60629;PRJEB62661,48519613,3508759,gfClaFumo1.1
GCA_013620735.1,Clavariopsis aquatica,WD(A)-00-1,253306,PRJNA610219,34180246,28462,ASM1362073v1
GCA_018360325.1,Claviceps aff. humidiphila group G2b,LM81,2559226,PRJNA528707,31203652,67487,CSU_LM81_v1
GCA_018361025.1,Claviceps aff. purpurea,Clav52,1967640,PRJNA528707,29595454,48893,CSU_Clav52_v1
GCA_018360145.1,Claviceps africana,CCC 489,83212,PRJNA528707,37712632,37639,CSU_CCC489_v1
GCA_018360175.1,Claviceps arundinis,CCC 1102,1623583,PRJNA528707,30330584,91905,CSU_CCC1102_v1
GCA_004016155.1,Claviceps bavariensis,CCC434,2870823,PRJNA449361,30488243,35139,ASM401615v1
GCA_018360045.1,Claviceps capensis,CCC 1504,1649128,PRJNA528707,27728898,59777,CSU_CCC1504_v1
GCA_018360365.1,Claviceps citrina,CCC 265,62069,PRJNA528707,43472126,16294,CSU_CCC265_v1
GCA_018360075.1,Claviceps cyperi,CCC 1219,247652,PRJNA528707,26646729,27113,CSU_CCC1219_v1
GCA_018360205.1,Claviceps digitariae,CCC 659,254901,PRJNA528707,33417373,32638,CSU_CCC659_v1
GCA_000223055.1,Claviceps fusiformis PRL 1980,PRL 1980,1036761,PRJNA67243,52585647,19980,ClFusi_1.0
GCA_018360465.1,Claviceps humidiphila,LM576,1294629,PRJNA528707,31161740,55717,CSU_LM576_v1
GCA_018360185.1,Claviceps lovelessii,CCC 647,1806559,PRJNA528707,41063740,12480,CSU_CCC647_v1
GCA_018360255.1,Claviceps maximensis,CCC 398,89174,PRJNA528707,32978932,81956,CSU_CCC398_v1
GCA_018360055.1,Claviceps monticola,CCC 1483,1649129,PRJNA528707,27635999,42785,CSU_CCC1483_v1
GCA_004016105.1,Claviceps occidentalis,PRL1580,2778778,PRJNA449361,28571566,21589,ASM401610v1
GCA_013435705.1,Claviceps paspali,ILB388,40601,PRJNA625338,29206133,89397,ASM1343570v1
GCA_018360065.1,Claviceps pazoutovae,CCC 1485,1649127,PRJNA528707,27795191,56619,CSU_CCC1485_v1
GCA_004016475.1,Claviceps perihumidiphila,PRL 1566,2670775,PRJNA449361,30691559,46550,ASM401647v1
GCA_029405325.1,Claviceps purpurea,LM72,5111,PRJNA901936,34178275,4441790,ASM2940532v1
GCA_018360225.1,Claviceps pusilla,CCC 602,123648,PRJNA528707,45904044,15010,CSU_CCC602_v1
GCA_004016085.1,Claviceps quebecensis,136,2778779,PRJNA449361,35875594,41916,ASM401608v1
GCA_004016175.1,Claviceps ripicola,JM_7.2,2670776,PRJNA449361,30598250,39984,ASM401617v1
GCA_018360135.1,Claviceps sorghi,CCC 632,96774,PRJNA528707,35635695,16225,CSU_CCC632_v1
GCA_018360355.1,Claviceps sp. Clav32 group G5,Clav32,2559230,PRJNA528707,28658995,58118,CSU_Clav32_v1
GCA_018360525.1,Claviceps sp. Clav50 group G5,Clav50,2559229,PRJNA528707,28784330,66795,CSU_Clav50_v1
GCA_018360435.1,Claviceps sp. LM218 group G6,LM218,2559224,PRJNA528707,31138742,60464,CSU_LM218_v1
GCA_018360595.1,Claviceps sp. LM219 group G6,LM219,2559223,PRJNA528707,30771931,55312,CSU_LM219_v1
GCA_018360445.1,Claviceps sp. LM220 group G6,LM220,2559222,PRJNA528707,30889598,54100,CSU_LM220_v1
GCA_018360575.1,Claviceps sp. LM454 group G7,LM454,2559221,PRJNA528707,31185114,40844,CSU_LM454_v1
GCA_018360275.1,Claviceps sp. LM458 group G5,LM458,2559231,PRJNA528707,28432374,45693,CSU_LM458_v1
GCA_018360375.1,Claviceps sp. LM77 group G4,LM77,2559228,PRJNA528707,28694029,29222,CSU_LM77_v1
GCA_018360385.1,Claviceps sp. LM78 group G4,LM78,2559227,PRJNA528707,28765009,29608,CSU_LM78_v1
GCA_018360345.1,Claviceps sp. LM84 group G4,LM84,2559225,PRJNA528707,28940137,36685,CSU_LM84_v1
GCA_018360215.1,Claviceps spartinae,CCC 535,1294630,PRJNA528707,29308890,42688,CSU_CCC535_v1
GCA_003707795.2,Clavispora fructus,NRRL Y-17072,46582,PRJNA429441,11424057,181300,ASM370779v2
GCF_014636115.1,Clavispora lusitaniae,FDAARGOS_655,36911,PRJNA231221,12128633,1862192,ASM1463611v1
GCA_030574075.1,Clavispora opuntiae,NRRL Y-11820,36912,PRJNA736342,11556692,455840,ASM3057407v1
GCA_030558395.1,Clavispora reshetovae,CBS 11556,657494,PRJNA736342,13489976,218215,ASM3055839v1
GCA_022577645.1,Clavispora santaluciae,A1.5,2699536,PRJNA784374,11018616,1048728,ASM2257764v1
GCA_022058765.1,Clavispora sp. NYNU 161120,NYNU 161120,2083057,PRJNA744365,12616965,1864217,ASM2205876v1
GCA_023158955.1,Clavispora sp. NYNU 174173,NYNU 174173,2126702,PRJNA746666,15305418,2408949,ASM2315895v1
GCA_015039315.1,Clavulina sp. PMI_390,PMI_390,1486700,PRJNA243946,41628453,71419,ClaPMI390
GCA_900068955.1,Clitocybe nebularis,,117024,PRJEB8570,59334347,3270,Clitocybe_nebularis-8
GCA_015708445.2,Clitopilus hobsonii,QYL-10,648681,PRJNA675211,36926258,3299406,ASM1570844v2
GCA_944990035.1,Clitopilus passeckerianus,,648682,PRJEB53944,65609455,673524,DSM1602
GCA_002105025.1,Clohesyomyces aquaticus,CBS 115471,1231657,PRJNA330694,49677730,169037,Cloaq1
GCA_902006505.2,Clonostachys byssicola,,160290,PRJEB32493,55062982,690354,C_byssicola_245-78
GCA_037952775.1,Clonostachys chloroleuca,Cc878,1926264,PRJNA1070537,59379606,4330301,ASM3795277v1
GCA_902077795.2,Clonostachys rhizophaga,,160324,PRJEB32493,59593020,296893,C_rhizophaga_906-72A
GCA_026958235.1,Clonostachys rosea,CR-7,29856,PRJNA894944,58715541,7557228,ASM2695823v1
GCA_902141235.2,Clonostachys solani,,160281,PRJEB32493,54492124,1837679,C_solani_1703
GCA_027569955.1,Clonostachys sp. G600,G600,2989763,PRJNA852164,55596969,498626,ASM2756995v1
GCA_027569935.1,Clonostachys sp. G952,G952,2989762,PRJNA852164,56216683,753344,ASM2756993v1
GCA_027604065.1,Clydaea vesicula,JEL0476,447962,PRJNA629973,24650228,14665,ASM2760406v1
GCF_000149335.2,Coccidioides immitis RS,RS,246410,PRJNA12883;PRJNA46297;PRJNA46299,28947925,4311478,ASM14933v2
GCF_018416015.1,Coccidioides posadasii str. Silveira,Silveira,443226,PRJNA664774,28193268,8079863,ASM1841601v2
GCA_003693555.1,Coccinonectria pachysandricola,JAC16-16,1634537,PRJNA485774,25704665,216604,ASM369355v1
GCA_004114315.1,Cochlonema odontosperma,E-All,2082957,PRJNA451036,16841201,20228,ASM411431v1
GCA_026937265.1,Coelomomyces lativittatus,CIRM-AVA-1-Meiospore,945690,PRJNA631430,21857322,5369,CoeloLatMeio_1.0_UCR
GCA_027579375.1,Coemansia aciculifera,RSA 476,417176,PRJNA581573,16087232,31938,UCR_CoacRSA476_1.0
GCA_027478445.1,Coemansia asiatica,NBRC 105413,1052880,PRJNA738968,17469373,41895,UCR_CasiaNBRC105413_1.0
GCA_027595825.1,Coemansia biformis,BCRC 34381,1286918,PRJNA738968,18312338,6682,UCR_CbifNCRC34381_1.0
GCA_027579605.1,Coemansia brasiliensis,NRRL 1566,2650707,PRJNA677033,12849188,13405,UCR_CobrNRRL1566_1.0
GCA_027574685.1,Coemansia erecta,NBRC 32514,147472,PRJNA738968,18455967,44358,UCR_CereNBRC32514_1.0
GCA_027579525.1,Coemansia furcata,CBS 102833,417177,PRJNA651138,18040639,5246,UCR_CofuCBS102833_1.0
GCA_027579505.1,Coemansia guatemalensis,NRRL 1565,2761395,PRJNA650733,19574035,7218,UCR_CoguNRRL1565_1.0
GCA_027579315.1,Coemansia helicoidea,BCRC 34780,1286919,PRJNA650734,13622209,4051,UCR_CoheBCRC34780_1.0
GCA_027579055.1,Coemansia interrupta,BCRC 34489,1126814,PRJNA581594,13098879,11520,UCR_CoinBCRC34489_1.0
GCA_027579115.1,Coemansia javaensis,NBRC 105414,2761396,PRJNA650731,13369014,33351,UCR_CojaNBRC105414_1.0
GCA_027579275.1,Coemansia linderi,BCRC 34191,2663919,PRJNA581597,13189536,3123,UCR_ColiBCRC34191_1.0
GCA_025766245.1,Coemansia mojavensis,RSA 71,4864,PRJNA364360,14291446,900813,Coemoj1
GCA_027579095.1,Coemansia nantahalensis,CBS 109366,2789366,PRJNA676422,13792677,3959,UCR_ConaCBS109366_1.0
GCA_027579255.1,Coemansia pectinata,BCRC 34297,1052879,PRJNA581598,17253351,12470,UCR_CopeBCRC34297_1.0
GCA_002705745.1,Coemansia reversa NRRL 1564,NRRL 1564,763665,PRJNA68631,21837878,51001,Coere1
GCA_027579295.1,Coemansia sp. 'formosensis',NRRL 5531,327750,PRJNA535812,18991461,4105,UCR_CofoNRRL5531T_1.0
GCA_027579235.1,Coemansia sp. BCRC 34301,BCRC 34301,2663920,PRJNA581599,14520188,20251,UCR_CoemBCRC34301_1.0
GCA_027579215.1,Coemansia sp. BCRC 34490,BCRC 34490,2761420,PRJNA651137,16630177,3998,UCR_CoemBCRC34490_1.0
GCA_027579075.1,Coemansia sp. BCRC 34962,BCRC 34962,2789224,PRJNA677669,15282250,91592,UCR_CoemBCRC34962_1.0
GCA_027579155.1,Coemansia sp. Benny D115,Benny D115,2663910,PRJNA581586,18365935,47088,UCR_CoemBennyD115_1.0
GCA_027595805.1,Coemansia sp. Benny D160-2,Benny D160-2,2849843,PRJNA738968,18100877,17159,UCR_CoemD160_1.0
GCA_027579015.1,Coemansia sp. Cherry 401B,Cherry 401B,2761397,PRJNA650736,15697936,6152,UCR_CoemCherry401B_1.0
GCA_027579035.1,Coemansia sp. D1744,D1744,2761401,PRJNA651089,14639061,7051,UCR_CoemD1744_1.0
GCA_027579175.1,Coemansia sp. IMI 203386,IMI 203386,2572656,PRJNA538877,16720091,59818,UCR_CoemIMI203386_1.0
GCA_027575815.1,Coemansia sp. IMI 209127,IMI 209127,2898424,PRJNA738968,17488867,5556,UCR_CoemIMI209127_1.0
GCA_027578995.1,Coemansia sp. IMI 209128,IMI 209128,2761427,PRJNA654308,15955350,55314,UCR_CoemIMI209128_1.0
GCA_027578775.1,Coemansia sp. RSA 1085,RSA 1085,2789357,PRJNA677039,13192701,137747,UCR_CoemRSA1085_1.0
GCA_027595785.1,Coemansia sp. RSA 1086,RSA 1086,2849844,PRJNA738968,13277823,50201,UCR_CoemRSA1086_1.0
GCA_027578755.1,Coemansia sp. RSA 1199,RSA 1199,2789312,PRJNA677666,15973667,100490,UCR_CoemRSA1199_1.0
GCA_027578915.1,Coemansia sp. RSA 1200,RSA 1200,2789352,PRJNA677044,18798772,116286,UCR_CoemRSA1200_1.0
GCA_027578955.1,Coemansia sp. RSA 1250,RSA 1250,2789360,PRJNA677037,13234030,148946,UCR_CoemRSA1250_1.0
GCA_027578935.1,Coemansia sp. RSA 1285,RSA 1285,2663902,PRJNA581578,23306479,6867,UCR_CoemRSA1285_1.0
GCA_027578875.1,Coemansia sp. RSA 1286,RSA 1286,2663877,PRJNA581166,11829687,24444,UCR_CoemRSA1286_1.0
GCA_027578735.1,Coemansia sp. RSA 1287,RSA 1287,2789329,PRJNA677655,11058494,2304,UCR_CoemRSA1287_1.0
GCA_027578715.1,Coemansia sp. RSA 1290,RSA 1290,2761390,PRJNA650735,11374428,6641,UCR_CoemRSA1290_1.0
GCA_027578675.1,Coemansia sp. RSA 1358,RSA 1358,2663922,PRJNA581605,18712786,158790,UCR_CoemRSA1358_1.0
GCA_027578695.1,Coemansia sp. RSA 1365,RSA 1365,2761419,PRJNA651139,13559873,14491,UCR_CoemRSA1365_1.0
GCA_027575545.1,Coemansia sp. RSA 1591,RSA 1591,2849845,PRJNA738968,15478803,4773,UCR_CoemRSA1591_1.0
GCA_027478935.1,Coemansia sp. RSA 1646,RSA 1646,2512252,PRJNA519291,18517204,157083,UCR_CoemRSA1646_1.0
GCA_027578655.1,Coemansia sp. RSA 1694,RSA 1694,2663881,PRJNA581170,12725477,2490,UCR_CoemRSA1694_1.0
GCA_027578855.1,Coemansia sp. RSA 1721,RSA 1721,2663876,PRJNA581165,11610186,22546,UCR_CoemRSA1721_1.0
GCA_027579135.1,Coemansia sp. RSA 1722,RSA 1722,2761405,PRJNA651088,23090244,17481,UCR_CoemRSA1722_1.0
GCA_027575525.1,Coemansia sp. RSA 1752,RSA 1752,2849846,PRJNA738968,15436613,4736,UCR_CoemRSA1752_1.0
GCA_027578795.1,Coemansia sp. RSA 1797,RSA 1797,2789340,PRJNA677045,14208221,5858,UCR_CoemRSA1797_1.0
GCA_027578815.1,Coemansia sp. RSA 1804,RSA 1804,2512253,PRJNA519290,28951598,15612,UCR_CoemRSA1804_1.0
GCA_027578635.1,Coemansia sp. RSA 1807,RSA 1807,2663894,PRJNA581498,12884997,20231,UCR_CoemRSA1807_1.0
GCA_027578555.1,Coemansia sp. RSA 1813,RSA 1813,2789316,PRJNA677658,18443649,157082,UCR_CoemRSA1813_1.0
GCA_027595765.1,Coemansia sp. RSA 1821,RSA 1821,2849847,PRJNA738968,13284044,70568,UCR_CoemRSA1821_1.0
GCA_027578615.1,Coemansia sp. RSA 1822,RSA 1822,2663887,PRJNA581491,15761536,52974,UCR_CoemRSA1822_1.0
GCA_027575465.1,Coemansia sp. RSA 1824,RSA 1824,2849848,PRJNA738968,15369191,5638,UCR_CoemRSA1824_1.0
GCA_027578595.1,Coemansia sp. RSA 1836,RSA 1836,2663898,PRJNA581574,12012771,2291,UCR_CoemRSA1836_1.0
GCA_027575445.1,Coemansia sp. RSA 1843,RSA 1843,2849849,PRJNA738968,18625281,90836,UCR_CoemRSA1843_1.0
GCA_027578575.1,Coemansia sp. RSA 1853,RSA 1853,2663886,PRJNA581175,15685644,48214,UCR_CoemRSA1853_1.0
GCA_027579465.1,Coemansia sp. RSA 1878,RSA 1878,2790278,PRJNA677032,14440786,6863,UCR_CoemRSA1878_1.0
GCA_027578535.1,Coemansia sp. RSA 1933,RSA 1933,2512254,PRJNA519288,19072911,6518,UCR_CoemRSA1933_1.0
GCA_027578515.1,Coemansia sp. RSA 1935,RSA 1935,2789350,PRJNA677040,14731751,7555,UCR_CoemRSA1935_1.0
GCA_027578435.1,Coemansia sp. RSA 1937,RSA 1937,2663895,PRJNA581499,11462741,2689,UCR_CoemRSA1937_1.0
GCA_027575425.1,Coemansia sp. RSA 1938,RSA 1938,2849850,PRJNA738968,15461038,4736,UCR_CoemRSA1938_1.0
GCA_027578395.1,Coemansia sp. RSA 1939,RSA 1939,2761428,PRJNA654307,26093193,17850,UCR_CoemRSA1939_1.0
GCA_027578415.1,Coemansia sp. RSA 1972,RSA 1972,2663899,PRJNA581575,15926144,90235,UCR_CoemRSA1972_1.0
GCA_027578335.1,Coemansia sp. RSA 2049,RSA 2049,2663914,PRJNA581590,23581859,6908,UCR_CoemRSA2049_1.0
GCA_027578835.1,Coemansia sp. RSA 2050,RSA 2050,2789361,PRJNA677034,15300912,90368,UCR_CoemRSA2050_1.0
GCA_027578455.1,Coemansia sp. RSA 2052,RSA 2052,2789218,PRJNA677043,12947725,2829,UCR_CoemRSA2052_1.0
GCA_027578375.1,Coemansia sp. RSA 2131,RSA 2131,2789348,PRJNA677051,15058410,34384,UCR_CoemRSA2131_1.0
GCA_027575405.1,Coemansia sp. RSA 2167,RSA 2167,2849851,PRJNA738968,15234557,5958,UCR_CoemRSA2167_1.0
GCA_027578355.1,Coemansia sp. RSA 2320,RSA 2320,2512255,PRJNA519287,16475193,9539,UCR_CoemRSA2320_1.0
GCA_027578315.1,Coemansia sp. RSA 2322,RSA 2322,2663905,PRJNA581581,14631441,8189,UCR_CoemRSA2322_1.0
GCA_027578295.1,Coemansia sp. RSA 2336,RSA 2336,2512256,PRJNA519296,12103473,31310,UCR_CoemRSA2336_1.0
GCA_027578255.1,Coemansia sp. RSA 2337,RSA 2337,2663906,PRJNA581582,22137229,6514,UCR_CoemRSA2337_1.0
GCA_027575385.1,Coemansia sp. RSA 2399,RSA 2399,2849852,PRJNA738968,17604318,6222,UCR_CoemRSA2399_1.0
GCA_027578275.1,Coemansia sp. RSA 2424,RSA 2424,2663879,PRJNA581168,21117830,6845,UCR_CoemRSA2424_1.0
GCA_027578235.1,Coemansia sp. RSA 2440,RSA 2440,2789349,PRJNA677042,14542624,6128,UCR_CoemRSA2440_1.0
GCA_027478835.1,Coemansia sp. RSA 25,RSA 25,2663875,PRJNA581164,11801464,2104,UCR_CoemRSA25_1.0
GCA_027578195.1,Coemansia sp. RSA 2522,RSA 2522,2789356,PRJNA677038,12985932,4063,UCR_CoemRSA2522_1.0
GCA_027575375.1,Coemansia sp. RSA 2523,RSA 2523,2849853,PRJNA738968,15481446,6513,UCR_CoemRSA2523_1.0
GCA_027578135.1,Coemansia sp. RSA 2524,RSA 2524,2663884,PRJNA581173,12454215,2878,UCR_CoemRSA2524_1.0
GCA_027578095.1,Coemansia sp. RSA 2526,RSA 2526,2818456,PRJNA712423,12654260,18878,UCR_CoemRSA2526_1.0
GCA_027578115.1,Coemansia sp. RSA 2530,RSA 2530,2663913,PRJNA581589,14569142,7334,UCR_CoemRSA2530_1.0
GCA_027578175.1,Coemansia sp. RSA 2531,RSA 2531,2663878,PRJNA581167,17531101,2628,UCR_CoemRSA2531_1.0
GCA_027578075.1,Coemansia sp. RSA 2559,RSA 2559,2663921,PRJNA581602,18424409,5238,UCR_CoemRSA2559_1.0
GCA_027575355.1,Coemansia sp. RSA 2598,RSA 2598,2849854,PRJNA738968,18212431,2952,UCR_CoemRSA2598_1.0
GCA_027575335.1,Coemansia sp. RSA 2599,RSA 2599,2849855,PRJNA738968,18218183,3271,UCR_CoemRSA2599_1.0
GCA_027578035.1,Coemansia sp. RSA 2603,RSA 2603,2663908,PRJNA581584,17785490,3640,UCR_CoemRSA2603_1.0
GCA_027578475.1,Coemansia sp. RSA 2607,RSA 2607,2789223,PRJNA677667,19920032,7231,UCR_CoemRSA2607_1.0
GCA_027578495.1,Coemansia sp. RSA 2610,RSA 2610,2761402,PRJNA651090,16217088,7535,UCR_CoemRSA2610_1.0
GCA_027578055.1,Coemansia sp. RSA 2611,RSA 2611,2761403,PRJNA651091,29772888,4124,UCR_CoemRSA2611_1.0
