ACCESSION,SPECIES,STRAIN,NCBI_TAXID,BIOPROJECT,ASM_LENGTH,N50,ASM_NAME
GCA_022478725.1,Daldinia eschscholtzii,FL0578,292717,PRJNA567086,36821210,224099,Dales1
GCA_022432525.1,Daldinia grandis,CBS 114736,103428,PRJNA567212,37510053,2696365,Dalgra1
GCF_022478755.1,Daldinia loculata,CBS 113971,103429,PRJNA567216,37819304,318675,Dalloc1
GCA_002120325.1,Daldinia sp. EC12,EC12,1001832,PRJNA196027,37551009,154035,DalEC12 v.1.0
GCF_022497035.1,Daldinia vernicosa,CBS 139.73,114800,PRJNA571058,35841789,388201,Dalver1
GCA_003706395.1,Danielozyma ontarioensis,NRRL YB-1246,130807,PRJNA429441,10701656,741064,ASM370639v1
GCA_009806335.1,Davidsoniella australis,CMW2333,1580834,PRJNA498088,34127347,18174,ASM980633v1
GCA_004009845.1,Davidsoniella eucalypti,CMW3254,1580835,PRJNA503468,41365587,225304,ASM400984v1
GCA_009806295.1,Davidsoniella neocaledoniae,CMW_26392,1580836,PRJNA498089,33504845,40815,ASM980629v1
GCA_001513805.1,Davidsoniella virescens,CMW17339,1580837,PRJNA295650,33427969,113379,ASM151380v1
GCA_003706415.2,Deakozyma indianensis,NRRL YB-1937,1470396,PRJNA429441,11752853,413368,ASM370641v2
GCF_001447935.2,Debaryomyces fabryi,CBS 789,58627,PRJNA288902,11695966,59311,debFab1.1
GCF_000006445.2,Debaryomyces hansenii,CBS767,4959,PRJNA13832,12152486,993818,ASM644v2
GCA_003708605.2,Debaryomyces maramus,NRRL Y-2171,27297,PRJNA429441,11106094,1354523,ASM370860v2
GCA_003708585.1,Debaryomyces nepalensis,NRRL Y-7108,27299,PRJNA429441,11459832,798714,ASM370858v1
GCA_003708935.1,Debaryomyces prosopidis,NRRL Y-27369,148098,PRJNA429441,12928139,291838,ASM370893v1
GCA_003708965.1,Debaryomyces subglobosus,NRRL Y-6666,522693,PRJNA429441,11553930,797432,ASM370896v1
GCA_023625755.1,Debaryomycetaceae sp. 2NP920,Y9007B,2940386,PRJNA833221,10639567,569804,ASM2362575v1
GCA_023625695.1,Debaryomycetaceae sp. 2NP930A,NP9010,2940387,PRJNA833221,10637215,210015,ASM2362569v1
GCA_023625775.1,Debaryomycetaceae sp. 2NR913A,Y9007B-2,2940383,PRJNA833221,10617900,568998,ASM2362577v1
GCA_023625795.1,Debaryomycetaceae sp. 2NR914,R3503,2940382,PRJNA833221,33073772,427675,ASM2362579v1
GCA_023625715.1,Debaryomycetaceae sp. NP9010,2NR913A,2940385,PRJNA833221,10641513,379296,ASM2362571v1
GCA_023625735.1,Debaryomycetaceae sp. Y9007B,2NR914,2940384,PRJNA833221,10642102,336798,ASM2362573v1
GCA_023625815.1,Debaryomycetaceae sp. Y9007B-2,R13A2,2940381,PRJNA833221,23758296,393173,ASM2362581v1
GCA_010015605.1,Decorospora gaudefroyi,P77,184978,PRJNA333973,30559368,114396,Decga1
GCA_010093945.1,Delitschia confertaspora,ATCC 74209,1504671,PRJNA251766,31159062,61245,Delco1
GCA_009982845.1,Delphinella strobiligena,CBS 735.71,147560,PRJNA333968,29209081,2256128,Delst1
GCA_004369135.1,Dendrothele bispora,CBS 962.96,1314803,PRJNA196017,130650616,52145,Denbi1
GCA_020744415.1,Dendryphion nanum,MPI-CAGE-CH-0243,256645,PRJNA370194,41131413,1909262,Denna1
GCA_004679275.1,Dentipellis fragilis,DSM 105465,205917,PRJNA518010,32180624,27523,ASM467927v1
GCA_002286715.1,Dentipellis sp. KUC8613,KUC8613,1883078,PRJNA400679,36706823,204824,ASM228671v1
GCA_910591965.1,Dentiscutata erythropus,MA453B,1348616,PRJEB45340,293538873,7545,Dentiscutata_erythropus_MA453B
GCA_910591775.1,Dentiscutata heterogama,IL203A,1316150,PRJEB45340,181573699,4991,Dentiscutata_heterogama_IL203A
GCA_023184605.1,Dermatocarpon miniatum,TBG_2326,172328,PRJNA820300,63481793,5037440,ASM2318460v1
GCA_021399435.1,Diaporthaceae sp. PMI_573,PMI_573,2614600,PRJNA572467,83857806,921669,DiaPMI573_1
GCA_023522825.1,Diaporthe ampelina,I2T2,1214573,PRJNA823858,59915364,393751,DampeI2T2
GCA_021655905.1,Diaporthe amygdali,DUCC20226,1214568,PRJNA780228,49819991,6154057,ASM2165590v1
GCA_001447215.1,Diaporthe aspalathi,MS-SSC91,626713,PRJNA295230,55029878,51299,ASM144721v1
GCF_019321695.1,Diaporthe batatas,CRI 302-4,748121,PRJNA743425,54186171,2950914,ASM1932169v1
GCA_013364905.1,Diaporthe capsici,GY-Z16,1738887,PRJNA589178,57558510,5171887,ASM1336490v1
GCA_023703485.1,Diaporthe caulivora,D57,60444,PRJNA717308,57864139,8708519,ASM2370348v1
GCF_014595645.1,Diaporthe citri,NFHF-8-4,83186,PRJNA660204,63685968,5472022,ASM1459564v1
GCA_014872975.1,Diaporthe citriasiana,ZJUD30,1365815,PRJNA660209,53410976,198431,ASM1487297v1
GCA_014872995.1,Diaporthe citrichinensis,ZJUD34,1365816,PRJNA660209,54500586,573128,ASM1487299v1
GCA_016859255.1,Diaporthe destruens,CRI305-2,748119,PRJNA640968,56108228,2479481,ASM1685925v1
GCA_022225955.2,Diaporthe eres,Phoaprs 18-03,83184,PRJNA799611,59716336,5284870,ASM2222595v2
GCA_001702395.2,Diaporthe helianthi,7/96,158607,PRJNA327798,63672038,17875,DHEL01v2
GCA_023242295.1,Diaporthe ilicicola,FPH2015-502,2419934,PRJNA759853,65217818,155931,ASM2324229v1
GCA_000800745.1,Diaporthe longicolla,TWH P74,54899,PRJNA174445,64714568,91154,ASM80074v1
GCA_023078575.1,Diaporthe nobilis,DJY16A 5-1,1303587,PRJNA812323,59284393,4465511,ASM2307857v1
GCA_018137895.1,Diaporthe sp. DP-2020a,sempervirens,2769066,PRJNA649493,57815297,112170,ASM1813789v1
GCA_013435955.1,Diaporthe sp. HANT25,HANT25,2748660,PRJNA642004,55336591,74862,MUSC_Dhan_1
GCA_013842865.1,Diaporthe sp. NJD1,NJD1,2744576,PRJNA639325,58328132,3550333,AHAU-kiwi-Diaporthe
GCA_021188095.1,Diaporthe vexans,PV 4,1303515,PRJNA694478,59767560,5171527,ASM2118809v1
GCA_022225965.1,Diatrype stigma,M11/M66-122,117547,PRJNA790013,49620317,239526,ASM2222596v1
GCF_000275845.1,Dichomitus squalens,LYAD-421 SS1,114155,PRJNA53511,42748430,69813,Dichomitus squalens v1.0
GCA_016256075.1,Dictyocoela muelleri,Ou54,279532,PRJNA513274,41922160,6436,ASM1625607v1
GCA_016255985.1,Dictyocoela roeselum,Ou19,288439,PRJNA515057,2205980,2653,ASM1625598v1
GCA_003705635.1,Diddensiella caesifluorescens,NRRL Y-48781,1194607,PRJNA429441,12007881,663820,ASM370563v1
GCA_016630955.1,Didymella arachidicola,YY187,749598,PRJNA562378,40718799,2070310,ASM1663095v1
GCF_010094145.1,Didymella exigua,CBS 183.55,100019,PRJNA207857,34389227,145421,Didex1
GCA_022559905.1,Didymella glomerata,CBS 528.66,749621,PRJNA704223,33984203,635919,ASM2255990v1
GCA_011058895.1,Didymella heteroderae,28M1,1769908,PRJNA532542,37069316,283873,ASM1105889v1
GCA_011058865.1,Didymella keratinophila,9M1,2301244,PRJNA532542,36217471,141571,ASM1105886v1
GCA_004335245.1,Didymella lethalis,GRM-16-623,749627,PRJNA506599,33187389,198690,ASM433524v1
GCA_022609545.1,Didymella pinodella,ATCC 38814,749633,PRJNA704492,34778787,256925,ASM2260954v1
GCA_004151525.1,Didymella pinodes,WTN-11-157,749589,PRJNA506611,33711234,106671,ASM415152v1
GCA_004522025.1,Didymella segeticola,GZSQ-4,2021029,PRJNA516041,33448292,2254797,ASM452202v1
GCA_001600575.1,Didymobotryum rigidum,JCM 8837,1635097,PRJDB3556;PRJDB3824,41729728,455608,JCM_8837_assembly_v001
GCA_010094045.1,Didymosphaeria enalia,CBS 304.66,85948,PRJNA239483,61207694,99038,Veren1
GCA_003614675.1,Dimargaris cristalligena,RSA 468,215637,PRJNA346215,30654840,23584,DimcrSC1
GCA_001600655.1,Dioszegia aurantiaca,JCM 2956,4973,PRJDB3556;PRJDB3721,19344119,350057,JCM_2956_assembly_v001
GCA_001600615.1,Dioszegia crocea,JCM 2961,4974,PRJDB3556;PRJDB3718,20595339,706869,JCM_2961_assembly_v001
GCA_024115145.1,Dioszegia hungarica,Y1,4972,PRJNA833417,21645019,10859683,ASM2411514v1
GCA_011750715.2,Diplocarpon rosae,NL1,946125,PRJNA474562,38573422,157674,ASM1175071v2
GCF_001883845.1,Diplodia corticola,CBS 112549,236234,PRJNA325745,34986079,271374,ASM188384v1
GCA_021495925.1,Diplodia intermedia,M45-28,856260,PRJNA790013,38134010,289184,ASM2149592v1
GCA_022560015.1,Diplodia mutila,CBS 112553,85927,PRJNA704199,44660741,142240,ASM2256001v1
GCA_023087385.1,Diplodia sapinea,KE8364,66738,PRJNA777748,37064197,116742,ASM2308738v1
GCA_001455585.1,Diplodia scrobiculata,CMW30223,280322,PRJNA278001,34931051,16793,Dip_scr_CMW30223_v1.0
GCA_021436955.2,Diplodia seriata,FDS-637,420778,PRJNA790013,37553433,3256270,ASM2143695v2
GCA_023645945.1,Diploschistes diacapsis,LIQ79DIDIA,150877,PRJNA783777,29147108,14708,KEW_Ddia
GCA_003707475.1,Dipodascus albidus,NRRL Y-12859,27315,PRJNA429441,16263702,123620,ASM370747v1
GCA_002233575.1,Dipodascus fermentans,CICC 1368,44066,PRJNA287202,31278289,4548,ASM223357v1
GCA_003708655.1,Dipodascus geniculatus,NRRL Y-17628,44078,PRJNA429441,15199412,131929,ASM370865v1
GCA_022023575.1,Dipodascus ghanensis,CBS 11010,2862414,PRJNA791420,20192984,1418444,ASM2202357v1
GCA_013315955.1,Dirinaria sp. GBRC AP01,GBRC AP01,2575408,PRJNA526834,31679228,4507,GBRC_diri_1.0
GCF_010015565.1,Dissoconium aciculare,CBS 342.82,112489,PRJNA196071,26537235,282599,Disac1
GCA_016097935.1,Dissophora globulifera,REB-010B,979702,PRJNA340846,39164784,22686,UCR_MglobuREB-010B_1.0
GCA_015499975.1,Dissophora ornata,Z 71,979620,PRJNA340805,38407782,15359,UCR_DornN22417_1.0
GCA_003285555.1,Diutina catenulata,WY3-10-4,45537,PRJNA421257,13077594,41233,ASM328555v1
GCF_008704595.1,Diutina rugosa,CBS 613,5481,PRJNA531406,13445959,109683,ASM870459v1
GCA_910592015.1,Diversispora eburnea,AZ414A,1213867,PRJEB45340,65111457,22612,Diversispora_eburnea_AZ414A
GCA_003547095.1,Diversispora epigaea,IT104,1348612,PRJNA431769,156576535,42449,Glomus_Soap2_v3.1.nr.fa
GCF_010015815.1,Dothidotthia symphoricarpi,CBS 119687,548649,PRJNA217191,34433519,411458,Dotsy1
GCA_023082095.1,Dothiorella sarmentorum,KEdek,240345,PRJNA777748,38272598,203775,ASM2308209v1
GCA_002116355.1,Dothistroma pini,CBS 116487,332034,PRJNA212510,29984598,84534,ASM211635v1
GCA_002236755.2,Dothistroma septosporum,NZFS4520,64363,PRJNA381823,30232848,1182278,NZE2.long
GCF_001625195.1,Drechmeria coniospora,ARSEF 6962,98403,PRJNA277234,32831003,4137327,ASM162519v1
GCA_012184305.1,Drechslerella brochopaga,YMF1.01829,47238,PRJNA283942,35431589,7856,ASM1218430v1
GCA_020064725.1,Drechslerella dactyloides,CGMCC3.20198,74499,PRJNA723920,38634503,5030857,ASM2006472v1
GCA_000525045.1,Drechslerella stenobrocha,248,314127,PRJNA67941,21174508,87472,DREv1
GCF_000298775.1,Drepanopeziza brunnea f. sp. 'multigermtubi',MB_m1,698441,PRJNA66127,51949877,39371,ASM29877v1
GCA_002778125.1,Dryadomyces quercivorus,CBS 122982,637633,PRJNA395605,26411160,3691412,ASM277812v1
GCA_002215975.1,Dryadomyces quercus-mongolicae,KACC44405,1423150,PRJNA389222,27005990,771184,ASM221597v1
GCA_002778055.1,Dryadomyces sulphureus,CBS 380.68,490887,PRJNA395605,23976230,90097,ASM277805v1
GCA_024521655.1,Durotheca rogersii,YMJ 92031201,419775,PRJNA583854,48181149,946451,Durrog2
GCA_022605405.1,Earliella scabrosa,CIRM-BRFM 1817,2478900,PRJNA444029,51673276,1970191,Earsca1
GCA_000230595.3,Edhazardia aedis,USNM 41457,70536,PRJNA65125,51348006,112666,Edha_aedis_V4b
GCA_002240705.1,Elaphomyces granulatus,OSC145934,519963,PRJNA248240,54153615,10248,PX439
GCA_005959805.1,Elsinoe ampelina,YL-1,302913,PRJNA526997,28296786,2703794,ASM595980v1
GCA_013372555.1,Elsinoe arachidis,LNFT-H01,1125792,PRJNA612942,33184353,3376838,ASM1337255v1
GCA_007556505.1,Elsinoe australis,Ea-1,40998,PRJNA534188,23793094,1520745,ASM755650v1
GCA_017309325.2,Elsinoe batatas,CRI-CJ2,2601811,PRJNA645248,26493939,2546814,ASM1730932v2
GCA_007556565.1,Elsinoe fawcettii,DAR-70024,40997,PRJNA534185,26325864,843756,ASM755656v1
GCA_001660665.1,Emergomyces africanus,CBS 136260,1955775,PRJNA284519,29708924,13512,Emmo_afri_EA111
GCA_002110485.1,Emergomyces orientalis,5z489,1972497,PRJNA352305,35498521,1285840,ASM211048v1
GCA_001883825.1,Emergomyces pasteurianus Ep9510,UAMH 9510,1955774,PRJNA179100;PRJNA234734,32410993,43066,Emmo_past_UAMH9510_V1
GCF_019669845.1,Emericellopsis atlantica,TS7,2614577,PRJNA571189,27300990,450535,AcreTS7_1
GCA_022114955.1,Emericellopsis cladophorae,MUM 19.33,2686198,PRJNA718178,13253611,1872,ASM2211495v1
GCA_002572855.1,Emmonsia crescens,UAMH4076,73230,PRJNA179100;PRJNA252751,33754519,87834,Emmon_cres_4076_V1
GCF_000091225.1,Encephalitozoon cuniculi GB-M1,GB-M1,284813,PRJNA13833,2497519,218329,ASM9122v1
GCF_000277815.2,Encephalitozoon hellem,ATCC 50504,27973,PRJNA53973,2251784,200132,ASM27781v3
GCF_000146465.1,Encephalitozoon intestinalis,ATCC 50506,58839,PRJNA42703,2216898,196642,ASM14646v1
GCF_000280035.1,Encephalitozoon romaleae,SJ-2008,571949,PRJNA160949,2187595,194799,ASM28003v2
GCA_001600455.1,Endocalyx cinctus,JCM 7946,1633209,PRJDB3556;PRJDB3783,44773950,443743,JCM_7946_assembly_v001
GCF_000464535.1,Endocarpon pusillum,Z07020,364733,PRJNA181958,37130611,66439,EPUS
GCA_001640655.1,Endoconidiophora laricicola,CBS100207,1580848,PRJNA319433,32692340,77110,ASM164065v1
GCA_001856765.1,Endoconidiophora polonica,CBS100205,1580850,PRJNA320455,32456232,71535,ASM185676v1
GCA_000500795.1,Endocronartium harknessii,PhW48OC,27356,PRJNA190831,56940338,2066,Endo_hark_1.0
GCA_003990785.1,Endogone sp. FLAS-F59071,FLAS-F59071,2340872,PRJNA331665,95552741,11261,Endsp1
GCA_023079535.1,Enterocytozoon hepatopenaei,ERD1901,646526,PRJNA712933,3030581,230105,ASM2307953v1
GCA_024243835.1,Enteropsectra breve,JUm2551,1912989,PRJNA579982,6016119,17236,ebre_JUm2551
GCA_002087915.1,Enterospora canceri,GB1,1081671,PRJNA316740,3095385,26533,ASM208791v1
GCA_900068945.1,Entoloma clypeatum,,418785,PRJEB8570,67334000,78,Entoloma_clypeatum-8
GCA_014839935.1,Entomophthora muscae,Berkeley,34485,PRJNA479887,1228087946,34671,Emusc_Berkeley_10X_1.0
GCA_015679585.1,Entomortierella beljakovae,KOD1040,979673,PRJNA340823,37827324,10228,UCR_MbelKOD1040_1.0
GCA_015849335.1,Entomortierella chlamydospora,AD033,101097,PRJNA340826,39048271,15316,UCR_MchalAD033_1.0
GCA_015500005.1,Entomortierella lignicola,Z 36,979712,PRJNA340793,35304070,10877,UCR_HligNRRL2525_1.0
GCA_020891255.1,Entomortierella parvispora,E1425,205924,PRJDB10536,38820039,2721976,Epvsp_1.0
GCA_902805475.1,Entonaema liquescens,ATCC 46302,292719,PRJEB36625,39197785,3541465,EL
GCA_024072835.1,Epichloe amarillans,NFE702,42805,PRJNA532945,38115118,6159887,ASM2407283v1
GCA_000729855.1,Epichloe aotearoae,ATCC MYA-1229,170559,PRJNA221524,34423103,56117,ASM72985v1
GCA_023650635.1,Epichloe baconii,E357,47801,PRJNA842087,39194522,5987015,ASM2365063v1
GCA_023650705.1,Epichloe brachyelytri,E1124,79589,PRJNA841758,44635537,6755009,ASM2365070v1
GCA_023658445.1,Epichloe bromicola,Nfe1,79588,PRJNA842763,46126030,7488419,ASM2365844v1
GCA_018801565.1,Epichloe coenophiala,ATCC 90664,5047,PRJNA593223,104225103,1403312,E_coen_e19_1
GCA_023658475.1,Epichloe elymi,Nfe728,55200,PRJNA839151,34119850,4992245,ASM2365847v1
GCA_003814445.1,Epichloe festucae,Fl1,35717,PRJNA431450,34970730,6201951,ASM381444v1
GCA_023658505.1,Epichloe gansuensis,e7080,447254,PRJNA842754,39488938,5308057,ASM2365850v1
GCA_000309355.1,Epichloe gansuensis var. inebrians,E818,2591900,PRJNA174039,29675754,21639,NGansIn1.0
GCA_023658535.1,Epichloe glyceriae,E2772,79591,PRJNA841696,42971046,6230339,ASM2365853v1
GCA_019022495.1,Epichloe hybrida,Lp1,1915362,PRJNA689590,79884907,2103505,ASM1902249v1
GCA_021950295.1,Epichloe scottii,TT-2021a,2834323,PRJNA756890,37248187,5893790,ASM2195029v1
GCA_022702365.1,Epichloe sibirici,T71,2913522,PRJNA801120,32989275,866371,ASM2270236v1
GCA_000729825.1,Epichloe sp. AL9924,AL9924,1344566,PRJNA215230,36169561,97803,EpichlAL9924_10
GCA_001008265.1,Epichloe sylvatica,GR10156,79593,PRJNA275112,36098533,9014,ASM100826v1
GCA_021378265.1,Epichloe typhina subsp. clarkii,1605_22,1616224,PRJNA533212,45619412,7599667,ASM2137826v1
GCA_001043855.1,Epichloe uncinata,e167,5050,PRJNA275109,53344113,27496,ASM104385v1
GCA_015266435.1,Epicoccum latusicollum,T41,2021037,PRJNA645278,33587228,1982625,ASM1526643v1
GCA_002116315.1,Epicoccum nigrum,ICMP 19927,105696,PRJNA379853,34744152,165661,ASM211631v1
GCA_020272525.1,Epicoccum sorghinum,BS2-1,749593,PRJNA565496,33124632,1920476,ASM2027252v1
GCF_022376455.1,Epithele typhae,CBS 203.58,378194,PRJNA363664,56143418,310934,Epityp1
GCF_010015585.1,Eremomyces bilateralis,CBS 781.70,1341166,PRJNA217190,26864015,180562,Erebi1
GCA_000710315.1,Eremothecium coryli,CBS 5749,33173,PRJNA229863,9094934,324660,Eremothecium coryli
GCF_000235365.1,Eremothecium cymbalariae,DBVPG#7215,45285,PRJNA60715,9669424,1193613,ASM23536v1
GCF_000091025.4,Eremothecium gossypii,ATCC 10895,33169,PRJNA13834,9095748,1519140,ASM9102v4
GCA_016906895.1,Erysiphe necator,NAFU1,52586,PRJNA695796,61122667,2063233,ASM1690689v1
GCA_003610855.1,Erysiphe neolycopersici,UMSG2,212602,PRJNA329529,41983253,6219,ASM361085v1
GCA_000208805.1,Erysiphe pisi,,36044,PRJEA50315,69261028,2877,ASM20880v1
GCA_002918395.1,Erysiphe pulchra,Cflorida,225359,PRJNA413808,63509586,11686,ASM291839v1
GCA_001972285.1,Erythrobasidium hasegawianum,JCM 1545,5414,PRJDB3556;PRJDB3670,39152147,387230,JCM_1545_assembly_v001
GCA_001600175.1,Erythrobasidium yunnanense,JCM 10687,114840,PRJDB3556;PRJDB3690,20930538,1363828,JCM_10687_assembly_v001
GCA_003055955.1,Escovopsis sp. AC,AC,2027528,PRJNA398671,27135147,22315,ASM305595v1
GCA_003055925.1,Escovopsis sp. Ae720,Ae720,2027527,PRJNA398667,31556317,16758,ASM305592v1
GCA_003055165.1,Escovopsis sp. Ae724,Ae724,2006383,PRJNA388865,29914325,21224,ASM305516v1
GCA_003055945.1,Escovopsis sp. Ae733,Ae733,2027526,PRJNA398670,29977691,23515,ASM305594v1
GCA_003055185.1,Escovopsis sp. TC,TC,2006384,PRJNA388866,38320034,27915,ASM305518v1
GCA_003055145.1,Escovopsis weberi,EWB,150374,PRJNA388864,27378841,23887,ASM305514v1
GCA_002778215.1,Esteya vermicola,CBS 115803,522482,PRJNA395605,33968937,4662241,ASM277821v1
GCA_002917005.1,Eurotiomycetes sp.,CG19_WC_8_21_14_NA_150_52_33,1709936,PRJNA398281,24984438,512477,ASM291700v1
GCA_003004525.2,Eurotiomycetes sp. MA 6038,MA 6038,2080615,PRJNA432313,24489601,110469,ASM300452v2
GCA_003004485.1,Eurotiomycetes sp. MA 6039,MA 6039,2080616,PRJNA432315,23262544,102384,ASM300448v1
GCA_022661535.1,Eutypa lata,MA101,97096,PRJNA787025,54535414,4190771,E_lata_MA101
GCA_023313575.1,Eutypella sp. D-1,D-1,1689458,PRJNA792501,48628978,2267357,ASM2331357v1
GCA_000787455.1,Evansstolkia leycettana,CBS 398.68,196907,PRJNA261108,25946254,58797,ASM78745v1
GCA_003184365.1,Evernia prunastri,FR SP7-11,87257,PRJNA393286,40346456,168396,ASM318436v1
GCA_001632375.1,Exidia glandulosa,HHB12029,5219,PRJNA196053,78161169,40344,Exigl1
GCA_023273805.1,Exobasidium cylindrosporum,YG638,271129,PRJNA833290,17713252,5696943,ASM2327380v1
GCA_001599775.1,Exophiala alcalophila,JCM 1751,91920,PRJDB3556;PRJDB3660,29853552,621975,JCM_1751_assembly_v001
GCF_000709125.1,Exophiala aquamarina,CBS 119918,1033840,PRJNA164593;PRJNA167910;PRJNA175043,41566958,528423,Exop_aqua_CBS_119918_V1
GCA_001599795.1,Exophiala calicioides,JCM 6030,135514,PRJDB3556;PRJDB3661,36366738,657640,JCM_6030_assembly_v001
GCF_000230625.1,Exophiala dermatitidis,NIH/UT8656,5970,PRJNA28331;PRJNA43021;PRJNA64935,26350763,259861,Exop_derm_V1
GCA_003955835.1,Exophiala lecanii-corni,CBS 102400,91925,PRJNA489473,34391799,2946109,ASM395583v1
GCF_000836275.1,Exophiala mesophila,CBS 40295,212818,PRJNA167910;PRJNA175043;PRJNA325797,29273723,847283,Exop_meso_CBS40295_V1
GCF_000835515.1,Exophiala oligosperma,CBS 72588,215243,PRJNA167910;PRJNA175043;PRJNA325798,38224514,973116,Exop_olig_CBS72588_V1
GCA_010883475.1,Exophiala phaeomuriformis,CBS 132758,406760,PRJNA600036,25868297,582433,ASM1088347v1
GCA_000835395.1,Exophiala sideris,CBS 121828,1016849,PRJNA167910;PRJNA175043;PRJNA325799,29505589,917331,Exop_side_CBS121828_V1
GCA_004026505.1,Exophiala sp.,S2_009_000R2a,1718875,PRJNA471744,24666253,7289,ASM402650v1
GCA_015295625.1,Exophiala sp. BO6,BO6,2762518,PRJNA656291,20651700,4953,ASM1529562v1
GCA_023897205.1,Exophiala sp. HKRS030,HKRS030,2857063,PRJNA744509,60189741,928136,ASM2389720v1
GCA_022695815.1,Exophiala sp. JF 03-3F,JF 03-3F,2486360,PRJNA500555,28289675,1616542,EurotioJF033F_1
GCA_022695825.1,Exophiala sp. JF 03-4F,JF 03-4F,2486359,PRJNA500554,28227525,1352981,EurotioJF034F_1
GCF_000836115.1,Exophiala spinifera,CBS 89968,91928,PRJNA167910;PRJNA175043;PRJNA325800,32912349,504725,Exop_spin_CBS89968_V1
GCF_000835505.1,Exophiala xenobiotica,CBS 118157,348802,PRJNA167910;PRJNA175043;PRJNA325801,31405760,1212368,Exop_xeno_CBS118157_V1
GCA_019453395.1,Exserohilum rostratum,ER1,1659837,PRJNA735857,35191243,1786667,ASM1945339v1
GCF_000359705.1,Exserohilum turcica,Et28A,93612,PRJNA82947,43013545,50185,Setospaeria trucica Et28A v1.0
GCA_000504385.2,Exutisphaerella laricina,CBS 326.52,2059849,PRJNA212505,26520711,79273,ASM50438v2
GCA_000733355.1,Falciphora oryzae,R5-6-1,1609947,PRJNA252809,50779446,71046,ASM73335v1
GCA_023212645.1,Farysia itapuensis,CBS 10428,394055,PRJNA816553,13755191,442928,ASM2321264v1
GCF_000313525.1,Fibroporia radiculosa,TFFH 294,599839,PRJEA72357,28378039,38898,ASM31352v1
GCA_001630335.1,Fibularhizoctonia sp. CBS 109695,CBS 109695,436010,PRJNA196049,95118143,53996,Fibsp1
GCA_023628075.1,Filobasidiaceae sp. PG3902-1,PG3902-1,2939529,PRJNA833221,19038063,570103,ASM2362807v1
GCA_023628055.1,Filobasidiaceae sp. PT2105A,PT2105A,2939530,PRJNA833221,18629844,148905,ASM2362805v1
GCA_023628115.1,Filobasidiaceae sp. PT2105A-2,PT2105A-2,2939528,PRJNA833221,19387214,171653,ASM2362811v1
GCF_021052385.1,Filobasidium floriforme,CBS 6241,5210,PRJNA621322,27469088,938801,Filflo1
GCA_001600055.1,Filobasidium wieringae,JCM 11695,104416,PRJDB3556;PRJDB3683,19781320,621482,JCM_11695_assembly_v001
GCA_000934395.1,Fistulina hepatica,ATCC 64428,40457,PRJNA196028,33847808,208605,Fishe1
GCA_021399455.1,Flagelloscypha sp. PMI_526,PMI_526,1485228,PRJNA243949,72728845,1132480,FlaPMI526_1
GCA_015499995.1,Flammula alnicola,AH 47727,109635,PRJNA334369,75008219,213982,Phoaln1
GCA_022345005.1,Flammulina filiformis,Fv01-10,2060913,PRJNA769814,37821480,2654833,Fv01-10_genome
GCA_011800155.1,Flammulina velutipes,6-3,38945,PRJNA603211,38126399,3065900,ASM1180015v1
GCA_023646635.1,Flavoplaca oasis,LIQ153CAOA,1301336,PRJNA783777,33600987,27536,KEW_Foas
GCA_009739215.1,Floccularia luteovirens,FLZJUC10,493452,PRJNA558101,27003024,2275160,ASM973921v1
GCA_022606135.1,Fomes fomentarius,CIRM-BRFM 1821,40442,PRJNA444027,40950972,2996224,Fomfom1
GCF_000271605.1,Fomitiporia mediterranea,MF3/22,208960,PRJNA56107,63354419,37766,Fomme1
GCA_022606075.1,Fomitopsis betulina,CIRM-BRFM 1772,40450,PRJNA444025,42863829,290402,Pipbet1_1
GCA_001937815.1,Fomitopsis palustris,ATCC 62978,2870670,PRJNA343720,43856698,667718,ASM193781v1
GCA_000344655.2,Fomitopsis pinicola,FP-58527 SS1,40483,PRJNA52941,41614358,125148,Fompi3
GCF_001651985.1,Fonsecaea erecta,CBS 125763,1367422,PRJNA312449,34747975,1716765,ASM165198v1
GCF_001642475.1,Fonsecaea monophora,CBS 269.37,254056,PRJNA312449,35229797,268916,ASM164247v1
GCF_000836435.1,Fonsecaea multimorphosa,CBS 102226,979981,PRJNA167910;PRJNA175043;PRJNA233317,33447075,463212,Fons_mult_CBS_102226_V1
GCF_001646965.1,Fonsecaea nubica,CBS 269.64,856822,PRJNA312449,33787447,302482,ASM164696v1
GCF_000835455.1,Fonsecaea pedrosoi,CBS 271.37,40355,PRJNA167910;PRJNA175043;PRJNA233314,34688880,973377,Fons_pedr_CBS_271_37_V1
GCA_011800825.1,Fonsecaea pugnacius,CBS 139214,1673728,PRJNA580185,34885084,10194,ASM1180082v1
GCA_002778095.1,Fragosphaeria purpurea,CBS 133.34,95322,PRJNA395605,34748420,5109962,ASM277809v1
GCA_005059855.1,Friedmanniomyces endolithicus,CCFEE 5311,329885,PRJNA342238,46746488,338782,ASM505985v1
GCA_005059865.1,Friedmanniomyces simplex,CCFEE 5184,329884,PRJNA342238,37790643,21247,ASM505986v1
GCF_020509005.1,Fulvia fulva,Race5_Kim,5499,PRJNA565804,67169167,5777465,Cfulv_R5_v5
GCA_910591825.1,Funneliformis caledonium,UK204,1117310,PRJEB45340,146162978,9933,Funneliformis_caledonium_UK204
GCA_910592005.1,Funneliformis mosseae,87-6 pot B 2015,27381,PRJEB45340,145719962,11988,Funneliformis_mosseae_87-6_pot_B_2015
