ACCESSION,SPECIES,STRAIN,NCBI_TAXID,BIOPROJECT,ASM_LENGTH,N50,ASM_NAME
GCA_044344055.1,Candidozyma vulturna,CVDH07,2093215,PRJNA923485,12855199,1950337,ASM4434405v1
GCA_004126415.1,Candolleomyces aberdarensis,IHI B618,2316362,PRJNA516162,60609341,57370,ASM412641v1
GCA_055944365.1,Candolleomyces candolleanus,CMU-8613,71730,PRJNA1370195,55767329,2142034,CMEB_Cancan_1.0
GCA_027579765.1,Candolleomyces efflorescens,VT131,2917767,PRJNA805058,33573984,157606,Candolleomyces_efflorescens_reassembly_enz
GCA_027579435.1,Candolleomyces eurysporus,VTCC 930004,2828524,PRJNA647680,69973860,78579,Candolleomyces_eurysporus_reassembly_enz
GCF_015039405.1,Cantharellus anzutake,C23,1750568,PRJNA245611,120173979,576606,Cananz1
GCA_003314235.1,Cantharellus cinnabarinus,MG28,57193,PRJNA454572,62363499,8360,ASM331423v1
GCA_025174535.1,Cantharellus purpuraceus,GAF-M-20071601,2926464,PRJNA815479,40153731,2068469,ASM2517453v1
GCA_016630905.1,Capillidium heterosporum,CGMCC 3.15857,1167838,PRJNA575207,29848509,1676544,ASM1663090v1
GCA_037055185.1,Capillidium rhysosporum,ATCC 12588,181046,PRJNA1030606,42405713,31750,ASM3705518v1
GCA_001661515.1,Capniomyces stellatus,MIS-10-108,4885,PRJNA315385,24845880,595855,ASM166151v1
GCF_000585585.1,Capronia coronata CBS 617.96,CBS 617.96,1182541,PRJNA164585,25807613,3204506,Capr_coro_CBS_617_96_V1
GCF_000585565.1,Capronia epimyces CBS 606.96,CBS 606.96,1182542,PRJNA164587;PRJNA167910;PRJNA175043,28889638,3720060,Capr_epim_CBS_606_96_V1
GCA_002102555.1,Catenaria anguillulae PL171,PL171,765915,PRJNA330705,41337528,217825,Catan2
GCA_046718245.1,Catenulostroma hermanusense,GZ55-1,1049284,PRJNA1051547,27542812,1008643,ASM4671824v1
GCA_001640685.1,Catunica adiposa,CBS136.34,72027,PRJNA319432,28339215,114648,ASM164068v1
GCA_003615045.1,Caulochytrium protostelioides,ATCC 52028,1555241,PRJNA421608,21796879,92490,Caupr1
GCA_016584495.1,Celoporthe dispersa,CMW9976,224443,PRJNA574566,41392377,3544805,CeDisp_v1
GCF_001692895.1,Cenococcum geophilum 1.58,1.58,794803,PRJNA196023,177557160,2235929,Cenococcum_geophilum_1.58_v2.0
GCA_030575015.1,Cephaloascus albidus,NRRL Y-7343,43958,PRJNA736342,15435977,93950,ASM3057501v1
GCA_003707825.3,Cephaloascus fragrans,NRRL Y-6742,27311,PRJNA429441,13684143,1066020,ASM370782v3
GCA_900312665.1,Cephalotrichum gorgonifer,,2041049,PRJEB15373,35922103,2038231,Dor_NG_p51_version_1_1
GCA_900000165.1,Ceraceosorus bombacis,,401625,PRJEB6935,26090089,819827,Ceraceosorus_bombacis
GCF_003144195.1,Ceraceosorus guamensis,MCA 4658,1522189,PRJNA254921,24148100,295512,Cersp1
GCA_049000075.1,Ceratobasidium cereale,R0301,76351,PRJNA1187694;PRJNA1226237,41500454,2670066,R0301.hap1
GCA_037042815.1,Ceratobasidium papillatum,CBS 570.83,184409,PRJNA1046290,41322102,23435,FABI_CPap_1.1
GCA_054508165.1,Ceratobasidium theobromae,PHL1,1582974,PRJNA1226245,35705316,498920,Ctheo_PHL1
GCA_002778105.1,Ceratocystiopsis brevicomis,CBS 137839,553390,PRJNA395605,20737847,1466767,ASM277810v1
GCA_001676865.1,Ceratocystiopsis minuta,CBS 138717,360147,PRJNA325364,21240759,64077,ASM167686v1
GCA_002742255.2,Ceratocystis albifundus,CMW4068,357446,PRJNA326044,29251868,2308174,ASM274225v2
GCA_038382165.1,Ceratocystis alfenasii,C4588,3111108,PRJNA483301,30512148,55108,ASM3838216v1
GCA_038382405.1,Ceratocystis atlantica,C1987,3111109,PRJNA483301,30953341,53422,ASM3838240v1
GCA_002776505.1,Ceratocystis cacaofunesta,C1593,386457,PRJNA415296,30484172,386266,ASM277650v1
GCA_026419805.1,Ceratocystis colombiana,CBS121792,496997,PRJNA886311,31096790,80739,ASM2641980v1
GCA_038382365.1,Ceratocystis costaricensis,C1551,3111110,PRJNA483301,30610339,36173,ASM3838236v1
GCA_038382285.1,Ceratocystis cubensis,C1811,3111918,PRJNA483301,30256846,88879,ASM3838228v1
GCA_038407095.1,Ceratocystis destructans,C1822,2594535,PRJNA483301,27379846,49335,ASM3840709v1
GCA_038406795.1,Ceratocystis diversiconidia,C1696,600623,PRJNA483301,29728082,43003,ASM3840679v1
GCA_001513815.1,Ceratocystis eucalypticola,CMW9998,633669,PRJNA294286,30717923,119876,ASM151381v1
GCA_038407015.1,Ceratocystis ficicola,C1355,879098,PRJNA483301,26680719,64577,ASM3840701v1
GCA_032173455.1,Ceratocystis fimbriata,Cf-pan,5158,PRJNA979808,36097259,4871631,Cf_hybrid
GCA_038406995.1,Ceratocystis fimbriatomima,C2125,436288,PRJNA483301,31370661,75837,ASM3840699v1
GCA_002018265.1,Ceratocystis harringtonii,CMW 14789,312341,PRJNA342330,26062404,65720,ASM201826v1
GCA_054512535.1,Ceratocystis huliohia,C25-5,2019549,PRJNA1400107,30006571,4906038,Chuli_C25-5_1.0
GCF_044167205.1,Ceratocystis lukuohia,C4212,2019550,PRJNA483301,31721542,3603267,ASM4416720v1
GCA_038406855.1,Ceratocystis manginecans,C1688,929235,PRJNA483301,31354038,107570,ASM3840685v1
GCA_038406885.1,Ceratocystis papillata,C1750,496998,PRJNA483301,31438283,53458,ASM3840688v1
GCA_042258205.1,Ceratocystis pirilliformis,CMW 12675,259994,PRJNA1005571,26202346,90938,ASM4225820v1
GCA_000978885.1,Ceratocystis platani,CFO,88771,PRJNA278456,29065253,77580,ASM97888v1
GCA_038407085.1,Ceratocystis polychroma,C2240,272712,PRJNA483301,27662308,10144,ASM3840708v1
GCA_003449175.1,Ceratocystis smalleyi,CMW14800,312343,PRJNA384888,25763109,38756,ASM344917v1
GCA_038407155.1,Ceratocystis tiliae,C1954,1699678,PRJNA483301,27049802,31349,ASM3840715v1
GCA_038407105.1,Ceratocystis uchidae,C1714,2029751,PRJNA483301,27543596,58694,ASM3840710v1
GCA_038407165.1,Ceratocystis variospora,C1843,312342,PRJNA483301,27507081,41846,ASM3840716v1
GCA_038382385.1,Ceratocystis xanthosomatis,C1780,3111919,PRJNA483301,29519949,64506,ASM3838238v1
GCA_030998015.1,Ceratorhiza oryzae-sativae,S57,63189,PRJNA956341,48847994,1052045,ASM3099801v1
GCA_046056215.1,Ceratostomella crypta,CBS 131683,3252758,PRJNA1170903,49767758,125422,ASM4605621v1
GCA_046056245.1,Ceratostomella melanospora,CBS 147993,3252759,PRJNA1170903,38959884,198685,ASM4605624v1
GCA_046056195.1,Ceratostomella sordida,CBS 116000,312317,PRJNA1170903,49617036,614190,ASM4605619v1
GCA_030512285.1,Cercophora newfieldiana,SMH2532-1,92897,PRJNA371209,39838444,5353116,Cernew1
GCA_030512305.1,Cercophora samala,CBS 307.81,330535,PRJNA953074,37160918,198946,Cersam1
GCA_033439705.1,Cercophora scortea,SMH4131-1,314031,PRJNA371212,40165273,5948779,Cersc1
GCA_049191245.1,Cercospora americana,Tb14-140,2490592,PRJNA1237278,34785601,847468,ASM4919124v1
GCA_022836995.1,Cercospora apii,QCYBC,132184,PRJNA796377,34810611,3714677,ASM2283699v1
GCA_002933655.1,Cercospora berteroae,CBS538.71,357750,PRJNA270309,33892839,104723,Cbert_1
GCF_033473495.1,Cercospora beticola,Cb09-40,122368,PRJNA1013556,36074111,4239515,ASM3347349v1
GCA_013365245.1,Cercospora brassicicola,Cer 68-18,1347418,PRJNA613165,38315153,17086,ASM1336524v1
GCA_000347735.1,Cercospora canescens BHU,BHU,1268270,PRJNA183604,33967224,13944,C_canescens_MTCC-10836_BHU_v01
GCA_051363195.1,Cercospora citrullina,UNL090101,1337113,PRJNA1228159,37403258,4381129,ASM5136319v1
GCA_026725115.1,Cercospora janseana,RL44,706553,PRJNA895353,39019791,2966602,Cjan_RL44_1.0
GCF_019650295.1,Cercospora kikuchii,MAFF 305040,84275,PRJDB10872,34440063,4190438,Ck_assembly01
GCA_029490675.1,Cercospora nicotianae,1110,29003,PRJNA770472,37409360,4421658,ASM2949067v1
GCA_013365235.1,Cercospora sesami,Cers 52-10,1490871,PRJNA613165,34325786,26227,ASM1336523v1
GCA_024499215.1,Cercospora sojina,CCC 172-09/ARG_09_172,438356,PRJNA560241,40122142,4909984,ASM2449921v1
GCA_049191215.1,Cercospora tecta,Tb14-081,2490595,PRJNA1237278,34501740,850254,ASM4919121v1
GCA_023512815.1,Cercospora zeae-maydis,LN,135779,PRJNA798783,45086787,5072835,ASM2351281v1
GCA_022702355.1,Cercospora zeina,YN,348901,PRJNA798783,42187863,4769378,ASM2270235v1
GCA_022592435.1,Cerioporus squamosus,CCBS 676,2829415,PRJNA444340,55468683,148009,Polsqu1
GCA_001969225.1,Ceriporiopsis andreanae CBS 279.92,CBS 279.92,1149723,PRJNA77805,43152531,40290,ASM196922v1
GCA_038087015.1,Cerrena zonata,DSM 7382,2478898,PRJNA954197,55515746,631641,ICO_HGAP4
GCA_003521265.1,Cetradonia linearis,BA2,83788,PRJNA475321,19465049,10095,NYBG_CetLin_1.0
GCA_910591915.1,Cetraspora pellucida,FL966,1433469,PRJEB45340,435082676,10017,Cetraspora_pellucida_FL966
GCA_964257465.1,Cetrelia chicitae,,180477,PRJEB77567,33271660,13886,public_SRR14722004_metabat2_bin.1
GCA_964255315.1,Cetrelia olivetorum,,180479,PRJEB77567,33363126,14059,public_SRR14722006_metabat2_bin.2
GCA_026023695.1,Chaenotheca gracillima,Spribille 41657/TS-e1856-1857(pooled),164576,PRJNA833438,22648696,72409,ASM2602369v1
GCA_040369945.1,Chaetomella raphigera,JCM 9995,241714,PRJDB3556;PRJDB3630,30466566,3014579,JCM_9995_assembly_v001
GCA_033296705.1,Chaetomidium leptoderma,CBS 538.74,669021,PRJNA441721,31974232,101949,Chale1
GCA_023383405.1,Chaetomium cochliodes,SD-280,904709,PRJNA810351,35186305,2002303,ASM2338340v1
GCF_033439085.1,Chaetomium fimeti,CBS 168.71,1854472,PRJNA370047,35321551,4606982,Chafi1
GCF_000143365.1,Chaetomium globosum CBS 148.51,CBS 148.51,306901,PRJNA12795;PRJNA176382,34276485,4721439,ASM14336v1
GCA_039881045.1,Chaetomium olivaceum,SD-80A,1087732,PRJNA1065967,36041079,561579,ASM3988104v1
GCA_041956415.1,Chaetomium olivicolor,CBS 102434,1485946,PRJNA1064940,33936837,35836,Chaol1
GCF_033439665.1,Chaetomium strumarium,CBS 333.67,1170767,PRJNA371208,32422668,4525054,Achstr1
GCF_020726465.1,Chaetomium tenue,MPI-SDFR-AT-0079,1854479,PRJNA571620,34154134,4896922,Chagl1
GCA_003988945.1,Chaetoscypha palmicola,D792,1603990,PRJNA487672,50288663,47624,ASM398894v1
GCA_038407185.1,Chalaropsis ovoidea,C1375,112126,PRJNA483301,23217634,39361,ASM3840718v1
GCA_001599435.1,Chalaropsis thielavioides,JCM 1933,112131,PRJDB3556;PRJDB3629,23333049,3916844,JCM_1933_assembly_v001
GCA_038089555.1,Chalciporus chontae,NY817307,3095475,PRJNA1022813,28015428,99612,NY817307-Chalciporus-chontae
GCA_038092975.1,Chalciporus piperatoides,MICH10025,80623,PRJNA1022813,37360977,4203,MICH10025-Boletus-piperatoides
GCA_038093975.1,Chalciporus piperatus,UT-M0002063,145387,PRJNA1022813,35949429,139669,Chalciporus-piperatus-BD1043
GCA_038092895.1,Chalciporus pseudorubinellus,MICH10029,1354915,PRJNA1022813,46807948,4919,MICH10029-Boletus-pseudorubinellus
GCA_038092735.1,Chalciporus rubritubifer,MICH10039,3095476,PRJNA1022813,35106514,1453,MICH10039-Boletus-rubritubifer
GCA_038094055.1,Chalciporus sphaerocephalus,FLAS-F-68321,2839924,PRJNA1022813,28339759,292552,Buchwaldoboletus-MVC-757
GCA_019787685.1,Chiua virens,LA06,1914213,PRJNA702113,48496802,1937614,ASM1978768v1
GCA_025330725.1,Chlamydoabsidia padenii,NRRL 2977,90267,PRJNA331669,34328230,911559,Chlpad1
GCA_003988815.1,Chlorencoelia australis,D1686,3455682,PRJNA487672,44380449,315106,ASM398881v1
GCA_027569505.1,Chloridium humicola,NRRL 62979,1095343,PRJNA852164,29585324,344308,ASM2756950v1
GCA_040112845.1,Chlorociboria aeruginascens,CBS 122017,296797,PRJNA1062589,38304930,11901332,ASM4011284v1
GCA_040112785.1,Chlorociboria aeruginosa,CBS 123.57,54693,PRJNA1062589,45875368,3206439,ASM4011278v1
GCA_963576785.1,Chlorophyllum brunneum,,190013,PRJEB40665;PRJEB43510;PRJEB43745;PRJEB62724;PRJEB68071;PRJNA533106,38856969,3504052,gfChlBrun1.1
GCA_025331435.1,Choanephora cucurbitarum,NRRL 2744,101091,PRJNA500476,35108735,229051,Chocucu1
GCA_049334105.2,Choanephora infundibulifera,BGC1,127959,PRJNA1236952,34955860,232154,ASM4933410v2
GCA_003788595.2,Choiromyces venosus 120613-1,120613-1,1336337,PRJNA204096,126035033,623348,Chove1
GCA_004354395.1,Chondrostereum purpureum,DSM 4894,58369,PRJNA281625,41257385,23869,ASM435439v1
GCA_003314275.1,Chroogomphus rutilus,MG62,85976,PRJNA454572,205402620,8247,ASM331427v1
GCA_001051155.2,Chrysoporthe austroafricana,CMW 2113,354353,PRJNA263707,48360962,5060702,ASM105115v2
GCA_001282315.2,Chrysoporthe cubensis,CMW 10028,305400,PRJNA264999,43935269,3380653,ASM128231v2
GCA_001513825.2,Chrysoporthe deuterocubensis,CMW 8650,764597,PRJNA265023,47123615,4135248,ASM151382v2
GCA_015678955.1,Chrysoporthe puriensis,CMW54409,2029752,PRJNA675712,44539370,4781437,ASM1567895v1
GCA_030710335.1,Chrysoporthe syzygiicola,CMW 29940,671139,PRJNA971112,42484721,617420,ASM3071033v1
GCA_030710355.1,Chrysoporthe zambiensis,CMW 29930,671140,PRJNA971112,48300366,691378,ASM3071035v1
GCA_020002325.1,Chrysosphaeria jannelii,CMW47058,2745882,PRJNA713969,16250663,136042,ASM2000232v1
GCA_029850275.1,Chrysosporium keratinophilum,CBS 104.62,69893,PRJNA934263,25439844,2037736,ASM2985027v1
GCA_001430955.1,Chrysosporium queenslandicum,CBS 280.77,264361,PRJNA284880,32335957,173791,ASM143095v1
GCA_025449115.1,Chytridium lagenaria,Arg66,64509,PRJNA331556,42380874,216171,Chylag1
GCA_006535975.1,Chytriomyces confervae,CBS 675.73,246404,PRJNA453741,35973405,44341,ASM653597v1
GCA_027604105.1,Chytriomyces hyalinus,ARG121,4814,PRJNA619725,29515939,52956,ASM2760410v1
GCA_040955815.1,Ciboria batschiana,CBS 330.35,262103,PRJNA1023619,38589615,39351,ASM4095581v1
GCA_008122225.1,Ciboria shiraiana,LR-318,984309,PRJNA556106,39144485,2398771,ASM812222v1
GCA_025890175.1,Ciborinia camelliae,ITAC2,647257,PRJNA853157,46380254,2726972,ASM2589017v1
GCA_045528725.1,Cinnamomeonectria cinnamomea,CBS 133756,1576474,PRJNA1161816,37144882,30806,TL_CC_CBS133756
GCA_051942165.1,Circinaria calcarea,LIQ162CACH,1006475,PRJNA991097,31498245,9071,KEW_Cica
GCA_016758965.1,Circinella minor,CBS 143.56,1195481,PRJNA668042,54179589,117455,ASM1675896v1
GCA_025093555.1,Circinella umbellata,NRRL1351,101103,PRJNA331974,51270100,688331,Cirumb1
GCA_026023565.1,Cirrosporium novae-zelandiae,CBS125236,1130053,PRJNA833438,31405350,658914,ASM2602356v1
GCA_030567395.1,Citeromyces hawaiiensis,NRRL Y-11581,1046750,PRJNA736342,16325508,53957,ASM3056739v1
GCA_030570875.1,Citeromyces matritensis,NRRL Y-2407,36909,PRJNA736342,17912012,36549,ASM3057087v1
GCA_030580415.1,Citeromyces nyonsensis,CBS 12700,1306350,PRJNA736342,17623623,18051,ASM3058041v1
GCA_003706365.1,Citeromyces siamensis,NRRL Y-27975,109331,PRJNA429441,25256979,6349,ASM370636v1
GCA_036429605.1,Cladobotryum mycophilum,ATHUM6906,491253,PRJNA933814,40603195,5067140,ASM3642960v1
GCA_004303015.1,Cladobotryum protrusum,CCMJ2080,767780,PRJNA402101,39087229,4973539,ASM430301v1
GCA_056522405.1,Cladobotryum rubrobrunnescens,CBS 176.92,100994,PRJNA1366398,38506422,1766473,ASM5652240v1
GCA_056522415.1,Cladobotryum tenue,CBS 152.92,766109,PRJNA1366398,39570924,1727773,ASM5652241v1
GCA_025526935.1,Cladochytrium replicatum,JEL 714,109936,PRJNA346872,50665862,394289,Clarep1_1
GCA_026954515.1,Cladochytrium tenue,CCIBt4013,1604274,PRJNA630055,48956424,5135,ASM2695451v1
GCA_964255635.1,Cladonia arbuscula,,174044,PRJEB77567,28948497,27484,public_SRR14722150_concoct_bin.35
GCA_018257855.2,Cladonia borealis,ANT050790,184061,PRJNA693578,36013978,1657173,ASM1825785v2
GCA_964256855.1,Cladonia caroliniana,,174049,PRJEB77567,29218708,23698,public_SRR14722294_metabat2_bin.7
GCA_964254445.1,Cladonia coccifera,,174053,PRJEB77567,30103970,23515,public_SRR14722103_metabat2_bin.2
GCA_964255485.1,Cladonia didyma,,174056,PRJEB77567,24278505,17019,public_SRR14722080_metabat2_bin.1
GCA_964605785.1,Cladonia diversa,,50926,PRJEB43743;PRJEB43745;PRJEB81836;PRJEB83259;PRJNA533106,35919776,1659920,glClaDive1.1
GCA_964255445.1,Cladonia furcata,,174060,PRJEB77567,28393906,21046,public_SRR14722319_metabat2_bin.1
GCA_964255175.1,Cladonia grayi,,27339,PRJEB77567,26086763,16216,public_SRR14722119_metabat2_bin.2
GCA_054654975.1,Cladonia kurokawae,cku_kon2022,195769,PRJDB20668,31986868,143917,CkuM_1.0
GCA_964254565.1,Cladonia leporina,,195770,PRJEB77567,26693721,18052,public_SRR14722301_metabat2_bin.5
GCA_000444155.1,Cladonia macilenta KoLRI003786,KoLRI003786,1353983,PRJNA210603,37117081,1469036,Clmac_v1
GCA_964254505.1,Cladonia mateocyatha,,2487631,PRJEB77567,28185128,20981,public_SRR14722117_metabat2_bin.4
GCA_000482085.2,Cladonia metacorallifera KoLRI002260,,1400770,PRJNA219240,36682060,1591850,C_metacorallifera_KoLRI002260_v2
GCA_964256405.1,Cladonia ochrochlora,,174062,PRJEB77567,29208772,11006,public_SRR14721952_concoct_merged.0
GCA_964256395.1,Cladonia petrophila,,195777,PRJEB77567,29021755,17279,public_SRR14721965_metabat2_bin.1
GCA_964256715.1,Cladonia peziziformis,,184108,PRJEB77567,23152140,6077,public_SRR14721936_concoct_merged.0
GCA_964256725.1,Cladonia polycarpoides,,2487584,PRJEB77567,24980457,6321,public_SRR14721939_concoct_merged.0
GCA_965153415.1,Cladonia portentosa,,50943,PRJEB43743;PRJEB43745;PRJEB85673;PRJEB85988;PRJNA533106,35063374,1541362,glClaPort1.1
GCA_964254885.1,Cladonia pyxidata,,174067,PRJEB77567,27164441,10990,public_SRR14722099_metabat2_bin.1
GCA_023065455.1,Cladonia rangiferina,SA24,111670,PRJNA788493,39345263,699827,Crangiferina-SA24
GCA_964255325.1,Cladonia robbinsii,,174070,PRJEB77567,28614552,19510,public_SRR14722290_metabat2_bin.4
GCA_963971245.1,Cladonia rubrotincta,,3420003,PRJEB43510;PRJEB43745;PRJEB47820;PRJEB67439;PRJEB73486;PRJNA533106,32251759,1590646,glClaNorv1.1
GCA_947623385.2,Cladonia squamosa,,174074,PRJEB40665;PRJEB43510;PRJEB43745;PRJEB53491;PRJEB58325;PRJNA533106,38047994,1635907,glClaSqua9.2
GCA_040955005.1,Cladonia stellaris,CA-23-2305-A,174045,PRJNA1001853;PRJNA1114112;PRJNA533106;PRJNA813333,35904429,1009801,glClaStel2_p1.1
GCA_964254655.1,Cladonia strepsilis,,174076,PRJEB77567,26448327,16655,public_SRR14722101_metabat2_bin.2
GCA_964256865.1,Cladonia subtenuis,,195789,PRJEB77567,27256336,29081,public_SRR14722293_concoct_bin.15
GCA_977014525.1,Cladonia uncialis,,174080,PRJEB101634,43488142,1662487,Cladonia_uncialis
GCF_000835475.1,Cladophialophora bantiana CBS 173.52,CBS 173.52,1442370,PRJNA167910;PRJNA175043;PRJNA233316,36722552,1665677,Clad_bant_CBS_173_52_V1
GCA_040207545.1,Cladophialophora brunneola,CGMCC 3.18769,2448088,PRJNA952342,33808635,1884340,ASM4020754v1
GCF_000365165.1,Cladophialophora carrionii CBS 160.54,CBS 160.54,1279043,PRJNA167910;PRJNA175043;PRJNA185784,28991111,3197266,Clad_carr_CBS_160_54_V1
GCA_030247875.1,Cladophialophora chaetospira,TK_41,386627,PRJNA631111,35553408,1635382,UCR_TK_41
GCA_049996375.1,Cladophialophora endolichena,BF3,3044281,PRJNA1083337,31347868,4624339,ASM4999637v1
GCA_030068005.1,Cladophialophora exuberans,CMRP1227,1949210,PRJNA852683,37523205,174750,CMRP1227_Cexuberans
GCA_056513155.1,Cladophialophora humicola,CBS 117536,1307819,PRJNA1208936,27051824,59845,ASM5651315v1
GCF_000835495.1,Cladophialophora immunda,CBS 83496,569365,PRJNA167910;PRJNA175043;PRJNA325796,43029152,6030834,Clad_immu_CBS83496_V1
GCA_056513135.1,Cladophialophora minutissima,CBS 121758,408822,PRJNA1208936,27783385,67509,ASM5651313v1
GCF_000585535.1,Cladophialophora psammophila CBS 110553,CBS 110553,1182543,PRJNA164589;PRJNA167910;PRJNA175043,39420127,1349832,Clad_psam_CBS_110553_V1
GCA_056513125.1,Cladophialophora sylvestris,CBS 350.83,1608269,PRJNA1208936,27756727,605228,ASM5651312v1
GCF_000585515.1,Cladophialophora yegresii CBS 114405,CBS 114405,1182544,PRJNA164591;PRJNA167910;PRJNA175043,27898422,4268086,Clad_yegr_CBS_114405_V1
GCA_033576145.1,Cladorrhinum samala,PSN324,585594,PRJNA953075,36213901,180107,Clasam1
GCA_052576325.1,Cladosporium allicinum,IBT 42152,1338630,PRJNA980560,30717075,1818401,ASM5257632v1
GCA_037044025.1,Cladosporium antarcticum,LH_A391,470179,PRJNA1025352,43257386,902052,ASM3704402v1
GCA_052324185.1,Cladosporium anthropophilum,ZJUC72,1970646,PRJNA1131638,30831922,1393783,ASM5232418v1
GCA_052324025.1,Cladosporium asperulatum,ZJUC90,887085,PRJNA1131638,30993313,1928744,ASM5232402v1
GCA_022813715.1,Cladosporium austrohemisphaericum,FJI-L7-BK-DG1,1758464,PRJNA800051,29394374,1159352,ASM2281371v1
GCA_022457075.1,Cladosporium cladosporioides,SYC63,29917,PRJNA777350,31912211,1981920,ASM2245707v1
GCA_026122715.1,Cladosporium colombiae,601,643907,PRJNA811706,33550008,1848715,ASM2612271v1
GCA_023634325.1,Cladosporium cucumerinum,C1,166633,PRJNA818102,33848396,2070767,ASM2363432v1
GCA_052323965.1,Cladosporium dominicanum,ZJUC76,1052092,PRJNA1131638,25998806,515530,ASM5232396v1
GCA_037044255.1,Cladosporium endophyticum,LH_A213,2259870,PRJNA1025352,27253121,1038529,ASM3704425v1
GCA_052576345.1,Cladosporium fusiforme,IBT 42164,1052093,PRJNA980560,31344138,1704230,ASM5257634v1
GCF_011745625.1,Cladosporium halotolerans,TM138-S3,1052096,PRJNA610946,27912799,588500,ASM1174562v2
GCA_052576375.1,Cladosporium inversicolor,IBT 42153,887095,PRJNA980560,33922988,2141381,ASM5257637v1
GCA_052323985.1,Cladosporium lebrasiae,ZJUC516,1859216,PRJNA1131638,25888033,856993,ASM5232398v1
GCA_035771495.1,Cladosporium oxysporum,AAAS_A1,29919,PRJNA1032427,34515558,1898290,ASM3577149v1
GCA_003614995.1,Cladosporium phlei,ATCC 36193,1116209,PRJNA470565,32816021,130035,ASM361499v1
GCA_052324145.1,Cladosporium pseudocladosporioides,ZJUC127,887100,PRJNA1131638,32859667,1791065,ASM5232414v1
GCA_052324005.1,Cladosporium ramotenellum,ZJUC95,470174,PRJNA1131638,28766105,1239040,ASM5232400v1
GCA_046128805.1,Cladosporium rectoides,A179,887101,PRJNA1166724,31447492,2148380,ASM4612880v1
GCA_023621355.1,Cladosporium sphaerospermum,R2409,92950,PRJNA833221,28077488,997395,ASM2362135v1
GCA_041721165.1,Cladosporium subtilissimum,SLZ-1,470181,PRJNA1123389,30124384,5539,ASM4172116v1
GCA_052324085.1,Cladosporium subuliforme,ZJUC123,887103,PRJNA1131638,31725431,1073823,ASM5232408v1
GCA_046128905.1,Cladosporium tenuissimum,ACCC 37043,70808,PRJNA1166724,32673121,2061921,ASM4612890v1
GCA_024604135.1,Cladosporium velox,C4,891392,PRJNA851106,31985200,1662353,ASM2460413v1
GCA_052324045.1,Cladosporium xanthochromaticum,ZJUC393,1970641,PRJNA1131638,31140625,1541586,ASM5232404v1
GCA_026225975.1,Clarireedia hainanense,H4,2867042,PRJNA851901,45913202,169736,ASM2622597v1
GCA_001465935.1,Clarireedia homoeocarpa,HRI11,1436886,PRJNA302176,43359131,709078,ASM146593v1
GCA_052935175.1,Clarireedia jacksonii,HRI11,2036908,PRJNA1216260,43582312,1574982,ASM5293517v1
GCA_026226035.1,Clarireedia monteithiana,H7,2211668,PRJNA851901,47090753,160050,ASM2622603v1
GCA_026225955.1,Clarireedia paspali,H3,2860823,PRJNA851901,52162775,136794,ASM2622595v1
GCA_010015635.1,Clathrospora elynae,CBS 161.51,706981,PRJNA245624,37388950,180778,Clael1
GCA_020884735.1,Clathrus columnatus,MO-923,1419009,PRJDB12304,36509728,3174166,Clacol_1.0
GCA_951802425.1,Clavaria fumosa,,264083,PRJEB40665;PRJEB43510;PRJEB43745;PRJEB60629;PRJEB62661;PRJNA533106,48519613,3674632,gfClaFumo1.1
GCA_982319285.1,Clavariadelphus pistillaris,,68753,PRJEB110204;PRJEB40665;PRJEB43510;PRJEB43745;PRJEB81658;PRJNA533106,265463582,21045727,gfClaPist2.1
GCA_013620735.1,Clavariopsis aquatica,WD(A)-00-1,253306,PRJNA610219,34180246,30079,ASM1362073v1
GCA_018360145.1,Claviceps africana,CCC 489,83212,PRJNA528707,37712632,37639,CSU_CCC489_v1
GCA_018360175.1,Claviceps arundinis,CCC 1102,1623583,PRJNA528707,30330584,91905,CSU_CCC1102_v1
GCA_004016155.1,Claviceps bavariensis,CCC434,2870823,PRJNA449361,30488243,35139,ASM401615v1
GCA_018360045.1,Claviceps capensis,CCC 1504,1649128,PRJNA528707,27728898,59777,CSU_CCC1504_v1
GCA_018360365.1,Claviceps citrina,CCC 265,62069,PRJNA528707,43472126,16294,CSU_CCC265_v1
GCA_018360075.1,Claviceps cyperi,CCC 1219,247652,PRJNA528707,26646729,27113,CSU_CCC1219_v1
GCA_018360205.1,Claviceps digitariae,CCC 659,254901,PRJNA528707,33417373,32638,CSU_CCC659_v1
GCA_000223055.1,Claviceps fusiformis PRL 1980,PRL 1980,1036761,PRJNA67243,52585647,19980,ClFusi_1.0
GCA_018360465.1,Claviceps humidiphila,LM576,1294629,PRJNA528707,31161740,55717,CSU_LM576_v1
GCA_018360185.1,Claviceps lovelessii,CCC 647,1806559,PRJNA528707,41063740,12480,CSU_CCC647_v1
GCA_018360255.1,Claviceps maximensis,CCC 398,89174,PRJNA528707,32978932,81956,CSU_CCC398_v1
GCA_018360055.1,Claviceps monticola,CCC 1483,1649129,PRJNA528707,27635999,42785,CSU_CCC1483_v1
GCA_004016105.1,Claviceps occidentalis,PRL1580,2778778,PRJNA449361,28571566,21589,ASM401610v1
GCA_013435705.1,Claviceps paspali,ILB388,40601,PRJNA625338,29206133,196155,ASM1343570v1
GCA_018360065.1,Claviceps pazoutovae,CCC 1485,1649127,PRJNA528707,27795191,56619,CSU_CCC1485_v1
