ACCESSION,SPECIES,STRAIN,NCBI_TAXID,BIOPROJECT,ASM_LENGTH,N50,ASM_NAME
GCF_000151335.2,Coccidioides posadasii C735 delta SOWgp,C735 delta SOWgp,222929,PRJNA46297;PRJNA9616,27013412,2376830,JCVI-cpa1-1.0
GCA_000150245.1,Coccidioides posadasii CPA 0001,CPA 0001,469472,PRJNA17793;PRJNA46299,28618790,210522,ASM15024v1
GCA_000150615.1,Coccidioides posadasii CPA 0020,CPA 0020,490068,PRJNA17795;PRJNA46299,27289265,74903,ASM15061v1
GCA_000150645.1,Coccidioides posadasii CPA 0066,CPA 0066,490069,PRJNA17797;PRJNA46299,27712713,87602,ASM15064v1
GCA_000150555.1,Coccidioides posadasii RMSCC 1037,RMSCC 1037,490065,PRJNA17791;PRJNA46299,26589484,62331,ASM15055v1
GCA_000150585.1,Coccidioides posadasii RMSCC 1038,RMSCC 1038,490066,PRJNA17785;PRJNA46299,26116408,77341,ASM15058v1
GCA_000150185.1,Coccidioides posadasii RMSCC 2133,RMSCC 2133,469470,PRJNA17763;PRJNA46299,27848964,3719881,ASM15018v1
GCA_000150055.1,Coccidioides posadasii RMSCC 3488,RMSCC 3488,454284,PRJNA17783;PRJNA46299,28146501,4351581,ASM15005v1
GCA_000150215.1,Coccidioides posadasii RMSCC 3700,RMSCC 3700,469471,PRJNA17781;PRJNA46299,25451258,284654,ASM15021v1
GCF_018416015.2,Coccidioides posadasii str. Silveira,Silveira,443226,PRJNA664774,28193268,8079863,ASM1841601v2
GCA_003693555.1,Coccinonectria pachysandricola,JAC16-16,1634537,PRJNA485774,25704665,390316,ASM369355v1
GCA_964256785.1,Coccocarpia palmicola,,301477,PRJEB77567,20537062,11914,public_SRR14722230_metabat2_bin.7
GCA_004114315.1,Cochlonema odontosperma,E-All,2082957,PRJNA451036,16841201,21635,ASM411431v1
GCA_046563265.1,Codinaeella sp. EC4,EC4,3041003,PRJNA831867,55320870,357582,ASM4656326v1
GCA_026937265.1,Coelomomyces lativittatus,CIRM-AVA-1-Meiospore,945690,PRJNA631430,21857322,6695,CoeloLatMeio_1.0_UCR
GCA_027579375.1,Coemansia aciculifera,RSA 476,417176,PRJNA581573,16087232,48720,UCR_CoacRSA476_1.0
GCA_027478445.1,Coemansia asiatica,NBRC 105413,1052880,PRJNA738968,17469373,41895,UCR_CasiaNBRC105413_1.0
GCA_027595825.1,Coemansia biformis,BCRC 34381,1286918,PRJNA738968,18312338,6682,UCR_CbifNCRC34381_1.0
GCA_027579605.1,Coemansia brasiliensis,NRRL 1566,2650707,PRJNA677033,12849188,20900,UCR_CobrNRRL1566_1.0
GCA_027574685.1,Coemansia erecta,NBRC 32514,147472,PRJNA738968,18455967,44358,UCR_CereNBRC32514_1.0
GCA_027579525.1,Coemansia furcata,CBS 102833,417177,PRJNA651138,18040639,5445,UCR_CofuCBS102833_1.0
GCA_027579505.1,Coemansia guatemalensis,NRRL 1565,2761395,PRJNA650733,19574035,7590,UCR_CoguNRRL1565_1.0
GCA_027579315.1,Coemansia helicoidea,BCRC 34780,1286919,PRJNA650734,13622209,4281,UCR_CoheBCRC34780_1.0
GCA_027579055.1,Coemansia interrupta,BCRC 34489,1126814,PRJNA581594,13098879,29428,UCR_CoinBCRC34489_1.0
GCA_027579115.1,Coemansia javaensis,NBRC 105414,2761396,PRJNA650731,13369014,40877,UCR_CojaNBRC105414_1.0
GCA_027579275.1,Coemansia linderi,BCRC 34191,2663919,PRJNA581597,13189536,3791,UCR_ColiBCRC34191_1.0
GCA_025766245.1,Coemansia mojavensis,RSA 71,4864,PRJNA364360,14291446,900813,Coemoj1
GCA_027579095.1,Coemansia nantahalensis,CBS 109366,2789366,PRJNA676422,13792677,4120,UCR_ConaCBS109366_1.0
GCA_027579255.1,Coemansia pectinata,BCRC 34297,1052879,PRJNA581598,17253351,20220,UCR_CopeBCRC34297_1.0
GCA_002705745.1,Coemansia reversa NRRL 1564,NRRL 1564,763665,PRJNA68631,21837878,347177,Coere1
GCA_027579295.1,Coemansia sp. 'formosensis',NRRL 5531,327750,PRJNA535812,18991461,4150,UCR_CofoNRRL5531T_1.0
GCA_027579235.1,Coemansia sp. BCRC 34301,BCRC 34301,2663920,PRJNA581599,14520188,33953,UCR_CoemBCRC34301_1.0
GCA_027579215.1,Coemansia sp. BCRC 34490,BCRC 34490,2761420,PRJNA651137,16630177,3998,UCR_CoemBCRC34490_1.0
GCA_027579075.1,Coemansia sp. BCRC 34962,BCRC 34962,2789224,PRJNA677669,15282250,97666,UCR_CoemBCRC34962_1.0
GCA_027579155.1,Coemansia sp. Benny D115,Benny D115,2663910,PRJNA581586,18365935,85888,UCR_CoemBennyD115_1.0
GCA_027595805.1,Coemansia sp. Benny D160-2,Benny D160-2,2849843,PRJNA738968,18100877,17159,UCR_CoemD160_1.0
GCA_027579015.1,Coemansia sp. Cherry 401B,Cherry 401B,2761397,PRJNA650736,15697936,6183,UCR_CoemCherry401B_1.0
GCA_027579035.1,Coemansia sp. D1744,D1744,2761401,PRJNA651089,14639061,7242,UCR_CoemD1744_1.0
GCA_027579175.1,Coemansia sp. IMI 203386,IMI 203386,2572656,PRJNA538877,16720091,85231,UCR_CoemIMI203386_1.0
GCA_027575815.1,Coemansia sp. IMI 209127,IMI 209127,2898424,PRJNA738968,17488867,5556,UCR_CoemIMI209127_1.0
GCA_027578995.1,Coemansia sp. IMI 209128,IMI 209128,2761427,PRJNA654308,15955350,59633,UCR_CoemIMI209128_1.0
GCA_027578775.1,Coemansia sp. RSA 1085,RSA 1085,2789357,PRJNA677039,13192701,148728,UCR_CoemRSA1085_1.0
GCA_027595785.1,Coemansia sp. RSA 1086,RSA 1086,2849844,PRJNA738968,13277823,50201,UCR_CoemRSA1086_1.0
GCA_027578755.1,Coemansia sp. RSA 1199,RSA 1199,2789312,PRJNA677666,15973667,109488,UCR_CoemRSA1199_1.0
GCA_027578915.1,Coemansia sp. RSA 1200,RSA 1200,2789352,PRJNA677044,18798772,116424,UCR_CoemRSA1200_1.0
GCA_027578955.1,Coemansia sp. RSA 1250,RSA 1250,2789360,PRJNA677037,13234030,153715,UCR_CoemRSA1250_1.0
GCA_027578935.1,Coemansia sp. RSA 1285,RSA 1285,2663902,PRJNA581578,23306479,7066,UCR_CoemRSA1285_1.0
GCA_027578875.1,Coemansia sp. RSA 1286,RSA 1286,2663877,PRJNA581166,11829687,29238,UCR_CoemRSA1286_1.0
GCA_027578735.1,Coemansia sp. RSA 1287,RSA 1287,2789329,PRJNA677655,11058494,2414,UCR_CoemRSA1287_1.0
GCA_027578715.1,Coemansia sp. RSA 1290,RSA 1290,2761390,PRJNA650735,11374428,12687,UCR_CoemRSA1290_1.0
GCA_027578675.1,Coemansia sp. RSA 1358,RSA 1358,2663922,PRJNA581605,18712786,195127,UCR_CoemRSA1358_1.0
GCA_027578695.1,Coemansia sp. RSA 1365,RSA 1365,2761419,PRJNA651139,13559873,30678,UCR_CoemRSA1365_1.0
GCA_027575545.1,Coemansia sp. RSA 1591,RSA 1591,2849845,PRJNA738968,15478803,4773,UCR_CoemRSA1591_1.0
GCA_027478935.1,Coemansia sp. RSA 1646,RSA 1646,2512252,PRJNA519291,18517204,157083,UCR_CoemRSA1646_1.0
GCA_027578655.1,Coemansia sp. RSA 1694,RSA 1694,2663881,PRJNA581170,12725477,2695,UCR_CoemRSA1694_1.0
GCA_027578855.1,Coemansia sp. RSA 1721,RSA 1721,2663876,PRJNA581165,11610186,27904,UCR_CoemRSA1721_1.0
GCA_027579135.1,Coemansia sp. RSA 1722,RSA 1722,2761405,PRJNA651088,23090244,17500,UCR_CoemRSA1722_1.0
GCA_027575525.1,Coemansia sp. RSA 1752,RSA 1752,2849846,PRJNA738968,15436613,4736,UCR_CoemRSA1752_1.0
GCA_027578795.1,Coemansia sp. RSA 1797,RSA 1797,2789340,PRJNA677045,14208221,5965,UCR_CoemRSA1797_1.0
GCA_027578815.1,Coemansia sp. RSA 1804,RSA 1804,2512253,PRJNA519290,28951598,16045,UCR_CoemRSA1804_1.0
GCA_027578635.1,Coemansia sp. RSA 1807,RSA 1807,2663894,PRJNA581498,12884997,36028,UCR_CoemRSA1807_1.0
GCA_027578555.1,Coemansia sp. RSA 1813,RSA 1813,2789316,PRJNA677658,18443649,163010,UCR_CoemRSA1813_1.0
GCA_027595765.1,Coemansia sp. RSA 1821,RSA 1821,2849847,PRJNA738968,13284044,70568,UCR_CoemRSA1821_1.0
GCA_027578615.1,Coemansia sp. RSA 1822,RSA 1822,2663887,PRJNA581491,15761536,69790,UCR_CoemRSA1822_1.0
GCA_027575465.1,Coemansia sp. RSA 1824,RSA 1824,2849848,PRJNA738968,15369191,5638,UCR_CoemRSA1824_1.0
GCA_027578595.1,Coemansia sp. RSA 1836,RSA 1836,2663898,PRJNA581574,12012771,2466,UCR_CoemRSA1836_1.0
GCA_027575445.1,Coemansia sp. RSA 1843,RSA 1843,2849849,PRJNA738968,18625281,90836,UCR_CoemRSA1843_1.0
GCA_027578575.1,Coemansia sp. RSA 1853,RSA 1853,2663886,PRJNA581175,15685644,66858,UCR_CoemRSA1853_1.0
GCA_027579465.1,Coemansia sp. RSA 1878,RSA 1878,2790278,PRJNA677032,14440786,6904,UCR_CoemRSA1878_1.0
GCA_027578535.1,Coemansia sp. RSA 1933,RSA 1933,2512254,PRJNA519288,19072911,6518,UCR_CoemRSA1933_1.0
GCA_027578515.1,Coemansia sp. RSA 1935,RSA 1935,2789350,PRJNA677040,14731751,7736,UCR_CoemRSA1935_1.0
GCA_027578435.1,Coemansia sp. RSA 1937,RSA 1937,2663895,PRJNA581499,11462741,2763,UCR_CoemRSA1937_1.0
GCA_027575425.1,Coemansia sp. RSA 1938,RSA 1938,2849850,PRJNA738968,15461038,4736,UCR_CoemRSA1938_1.0
GCA_027578395.1,Coemansia sp. RSA 1939,RSA 1939,2761428,PRJNA654307,26093193,18142,UCR_CoemRSA1939_1.0
GCA_027578415.1,Coemansia sp. RSA 1972,RSA 1972,2663899,PRJNA581575,15926144,93516,UCR_CoemRSA1972_1.0
GCA_027578335.1,Coemansia sp. RSA 2049,RSA 2049,2663914,PRJNA581590,23581859,7021,UCR_CoemRSA2049_1.0
GCA_027578835.1,Coemansia sp. RSA 2050,RSA 2050,2789361,PRJNA677034,15300912,95684,UCR_CoemRSA2050_1.0
GCA_027578455.1,Coemansia sp. RSA 2052,RSA 2052,2789218,PRJNA677043,12947725,2977,UCR_CoemRSA2052_1.0
GCA_027578375.1,Coemansia sp. RSA 2131,RSA 2131,2789348,PRJNA677051,15058410,37940,UCR_CoemRSA2131_1.0
GCA_027575405.1,Coemansia sp. RSA 2167,RSA 2167,2849851,PRJNA738968,15234557,5958,UCR_CoemRSA2167_1.0
GCA_027578355.1,Coemansia sp. RSA 2320,RSA 2320,2512255,PRJNA519287,16475193,14812,UCR_CoemRSA2320_1.0
GCA_027578315.1,Coemansia sp. RSA 2322,RSA 2322,2663905,PRJNA581581,14631441,11609,UCR_CoemRSA2322_1.0
GCA_027578295.1,Coemansia sp. RSA 2336,RSA 2336,2512256,PRJNA519296,12103473,58557,UCR_CoemRSA2336_1.0
GCA_027578255.1,Coemansia sp. RSA 2337,RSA 2337,2663906,PRJNA581582,22137229,6549,UCR_CoemRSA2337_1.0
GCA_027575385.1,Coemansia sp. RSA 2399,RSA 2399,2849852,PRJNA738968,17604318,6222,UCR_CoemRSA2399_1.0
GCA_027578275.1,Coemansia sp. RSA 2424,RSA 2424,2663879,PRJNA581168,21117830,6923,UCR_CoemRSA2424_1.0
GCA_027578235.1,Coemansia sp. RSA 2440,RSA 2440,2789349,PRJNA677042,14542624,6254,UCR_CoemRSA2440_1.0
GCA_027478835.1,Coemansia sp. RSA 25,RSA 25,2663875,PRJNA581164,11801464,2270,UCR_CoemRSA25_1.0
GCA_027578195.1,Coemansia sp. RSA 2522,RSA 2522,2789356,PRJNA677038,12985932,4136,UCR_CoemRSA2522_1.0
GCA_027575375.1,Coemansia sp. RSA 2523,RSA 2523,2849853,PRJNA738968,15481446,6513,UCR_CoemRSA2523_1.0
GCA_027578135.1,Coemansia sp. RSA 2524,RSA 2524,2663884,PRJNA581173,12454215,3052,UCR_CoemRSA2524_1.0
GCA_027578095.1,Coemansia sp. RSA 2526,RSA 2526,2818456,PRJNA712423,12654260,34477,UCR_CoemRSA2526_1.0
GCA_027578115.1,Coemansia sp. RSA 2530,RSA 2530,2663913,PRJNA581589,14569142,11450,UCR_CoemRSA2530_1.0
GCA_027578175.1,Coemansia sp. RSA 2531,RSA 2531,2663878,PRJNA581167,17531101,2702,UCR_CoemRSA2531_1.0
GCA_027578075.1,Coemansia sp. RSA 2559,RSA 2559,2663921,PRJNA581602,18424409,5335,UCR_CoemRSA2559_1.0
GCA_027575355.1,Coemansia sp. RSA 2598,RSA 2598,2849854,PRJNA738968,18212431,2952,UCR_CoemRSA2598_1.0
GCA_027575335.1,Coemansia sp. RSA 2599,RSA 2599,2849855,PRJNA738968,18218183,3271,UCR_CoemRSA2599_1.0
GCA_027578035.1,Coemansia sp. RSA 2603,RSA 2603,2663908,PRJNA581584,17785490,3768,UCR_CoemRSA2603_1.0
GCA_027578475.1,Coemansia sp. RSA 2607,RSA 2607,2789223,PRJNA677667,19920032,7620,UCR_CoemRSA2607_1.0
GCA_027578495.1,Coemansia sp. RSA 2610,RSA 2610,2761402,PRJNA651090,16217088,7602,UCR_CoemRSA2610_1.0
GCA_027578055.1,Coemansia sp. RSA 2611,RSA 2611,2761403,PRJNA651091,29772888,4137,UCR_CoemRSA2611_1.0
GCA_027578015.1,Coemansia sp. RSA 2618,RSA 2618,2663880,PRJNA581169,17413095,5765,UCR_CoemRSA2618_1.0
GCA_027577995.1,Coemansia sp. RSA 2671,RSA 2671,2663896,PRJNA581570,13381493,3460,UCR_CoemRSA2671_1.0
GCA_027577955.1,Coemansia sp. RSA 2673,RSA 2673,2663897,PRJNA581571,23525967,4812,UCR_CoemRSA2673_1.0
GCA_027575325.1,Coemansia sp. RSA 2675,RSA 2675,2849856,PRJNA738968,15875907,15087,UCR_CoemRSA2675_1.0
GCA_027577975.1,Coemansia sp. RSA 2681,RSA 2681,2663903,PRJNA581579,14274763,3056,UCR_CoemRSA2681_1.0
GCA_027577845.1,Coemansia sp. RSA 2702,RSA 2702,2789347,PRJNA677047,14822349,4519,UCR_CoemRSA2702_1.0
GCA_027575745.1,Coemansia sp. RSA 2703,RSA 2703,2849857,PRJNA738968,22002480,3705,UCR_CoemRSA2703_1.0
GCA_027577765.1,Coemansia sp. RSA 2704,RSA 2704,2789346,PRJNA677048,15749345,6428,UCR_CoemRSA2704_1.0
GCA_027577835.1,Coemansia sp. RSA 2705,RSA 2705,2789345,PRJNA677049,15980165,7015,UCR_CoemRSA2705_1.0
GCA_027577715.1,Coemansia sp. RSA 2706,RSA 2706,2789344,PRJNA677050,15016330,4658,UCR_CoemRSA2706_1.0
GCA_027575305.1,Coemansia sp. RSA 2708,RSA 2708,2849858,PRJNA738968,17240045,3423,UCR_CoemRSA2708_1.0
GCA_027575275.1,Coemansia sp. RSA 2711,RSA 2711,2849859,PRJNA738968,12538577,38218,UCR_CoemRSA2711_1.0
GCA_027577855.1,Coemansia sp. RSA 353,RSA 353,2789331,PRJNA677657,14316784,6825,UCR_CoemRSA353_1.0
GCA_027577745.1,Coemansia sp. RSA 355,RSA 355,2789317,PRJNA677659,14856719,13624,UCR_CoemRSA355_1.0
GCA_027578155.1,Coemansia sp. RSA 370,RSA 370,2663889,PRJNA581493,14537078,6915,UCR_CoemRSA370_1.0
GCA_027577695.1,Coemansia sp. RSA 371,RSA 371,2818452,PRJNA712424,14560410,6425,UCR_CoemRSA371_1.0
GCA_027577675.1,Coemansia sp. RSA 376,RSA 376,2663904,PRJNA581580,10054340,22333,UCR_CoemRSA376_1.0
GCA_027577615.1,Coemansia sp. RSA 451,RSA 451,2512257,PRJNA519289,16145947,5631,UCR_CoemRSA451_1.0
GCA_027577655.1,Coemansia sp. RSA 454,RSA 454,2663901,PRJNA581577,12838035,3793,UCR_CoemRSA454_1.0
GCA_027578215.1,Coemansia sp. RSA 455,RSA 455,2663915,PRJNA581592,21211611,6130,UCR_CoemRSA455_1.0
GCA_027577635.1,Coemansia sp. RSA 475,RSA 475,2663900,PRJNA581576,12831370,3039,UCR_CoemRSA475_1.0
GCA_027577815.1,Coemansia sp. RSA 485,RSA 485,2789351,PRJNA677041,24604979,18771,UCR_CoemRSA485_1.0
GCA_027575725.1,Coemansia sp. RSA 486,RSA 486,2849860,PRJNA738968,26978175,5084,UCR_CoemRSA486_1.0
GCA_027577595.1,Coemansia sp. RSA 487,RSA 487,2512258,PRJNA519292,18528264,146810,UCR_CoemRSA487_1.0
GCA_027577725.1,Coemansia sp. RSA 518,RSA 518,2512259,PRJNA519293,16268347,6636,UCR_CoemRSA518_1.0
GCA_027577775.1,Coemansia sp. RSA 520,RSA 520,2789324,PRJNA677661,12695412,3797,UCR_CoemRSA520_1.0
GCA_027577435.1,Coemansia sp. RSA 521,RSA 521,2789320,PRJNA677663,14483206,6776,UCR_CoemRSA521_1.0
GCA_027577455.1,Coemansia sp. RSA 522,RSA 522,2789225,PRJNA677662,14793976,7772,UCR_CoemRSA522_1.0
GCA_027577795.1,Coemansia sp. RSA 530,RSA 530,2663893,PRJNA581497,12231019,2852,UCR_CoemRSA530_1.0
GCA_027577575.1,Coemansia sp. RSA 532,RSA 532,2512260,PRJNA519294,16333512,6033,UCR_CoemRSA532_1.0
GCA_027577555.1,Coemansia sp. RSA 551,RSA 551,2663882,PRJNA581171,12527413,3017,UCR_CoemRSA551_1.0
GCA_027577535.1,Coemansia sp. RSA 552,RSA 552,2663883,PRJNA581172,12959085,47232,UCR_CoemRSA552_1.0
GCA_027577395.1,Coemansia sp. RSA 560,RSA 560,2663891,PRJNA581495,12853868,3184,UCR_CoemRSA560_1.0
GCA_027577375.1,Coemansia sp. RSA 562,RSA 562,2663890,PRJNA581494,14488353,7633,UCR_CoemRSA562_1.0
GCA_027577335.1,Coemansia sp. RSA 564,RSA 564,2789314,PRJNA677660,12893715,35504,UCR_CoemRSA564_1.0
GCA_027577345.1,Coemansia sp. RSA 637,RSA 637,2818455,PRJNA712425,14564291,8269,UCR_CoemRSA637_1.0
GCA_027575695.1,Coemansia sp. RSA 638,RSA 638,2849861,PRJNA738968,15933366,65747,UCR_CoemRSA638_1.0
GCA_027577515.1,Coemansia sp. RSA 678,RSA 678,2790277,PRJNA677654,13710023,5836,UCR_CoemRSA678_1.0
GCA_027577495.1,Coemansia sp. RSA 720,RSA 720,2789315,PRJNA677665,15924920,131427,UCR_CoemRSA720_1.0
GCA_027577475.1,Coemansia sp. RSA 788,RSA 788,2663892,PRJNA581496,12598203,2763,UCR_CoemRSA788_1.0
GCA_027577315.1,Coemansia sp. RSA 921,RSA 921,2663885,PRJNA581174,12410153,3092,UCR_CoemRSA921_1.0
GCA_027577415.1,Coemansia sp. RSA 922,RSA 922,2789323,PRJNA677664,28229007,17084,UCR_CoemRSA922_1.0
GCA_027577295.1,Coemansia sp. RSA 986,RSA 986,2789322,PRJNA677656,18440121,174829,UCR_CoemRSA986_1.0
GCA_027577275.1,Coemansia sp. RSA 988,RSA 988,2761391,PRJNA650737,15800472,48864,UCR_CoemRSA988_1.0
GCA_027575685.1,Coemansia sp. RSA 989,RSA 989,2849862,PRJNA738968,13289729,70653,UCR_CoemRSA989_1.0
GCA_027575675.1,Coemansia sp. RSA 990,RSA 990,2849863,PRJNA738968,13259898,73889,UCR_CoemRSA990_1.0
GCA_027577255.1,Coemansia sp. S100,S100,2663912,PRJNA581588,23706832,8429,UCR_CoemS100_1.0
GCA_027577235.1,Coemansia sp. S142-1,S142-1,2663917,PRJNA581595,21815771,4919,UCR_CoemS142-1_1.0
GCA_027577175.1,Coemansia sp. S146,S146,2663918,PRJNA581596,18007021,87686,UCR_CoemS146_1.0
GCA_027577215.1,Coemansia sp. S155-1,S155-1,2663888,PRJNA581492,24143889,9070,UCR_CoemS155-1_1.0
GCA_027577195.1,Coemansia sp. S16,S16,2761417,PRJNA651093,25635416,14825,UCR_CoemS16_1.0
GCA_027575625.1,Coemansia sp. S17,S17,2849864,PRJNA738968,29291657,4528,UCR_CoemS17_1.0
GCA_027577155.1,Coemansia sp. S2,S2,2663911,PRJNA581587,21826792,5366,UCR_CoemS2_1.0
GCA_027577135.1,Coemansia sp. S3946,S3946,2761407,PRJNA651092,25753858,15755,UCR_CoemS3946_1.0
GCA_027577095.1,Coemansia sp. S610,S610,2789341,PRJNA677052,14101878,4208,UCR_CoemS610_1.0
GCA_027577115.1,Coemansia sp. S680,S680,2663916,PRJNA581593,16763154,21165,UCR_CoemS680_1.0
GCA_027577075.1,Coemansia sp. S85,S85,2663909,PRJNA581585,15087663,3127,UCR_CoemS85_1.0
GCA_025766305.1,Coemansia spiralis,RSA 1278,417178,PRJNA363761,18931979,991117,Coespi1
GCA_027577035.1,Coemansia thaxteri,IMI 214461,2663907,PRJNA650739,15295263,20717,UCR_CothIMI214461_1.0
GCA_027576975.1,Coemansia umbellata,BCRC 34882,1424467,PRJNA500289,18716323,157815,UCR_CoumBCRC34882_1.0
GCF_025118155.1,Cokeromyces recurvatus,NRRL 2243,90255,PRJNA364356,28120762,810766,Cokrec1
GCA_000697235.1,Cokeromyces recurvatus B5483,B5483,1357676,PRJNA211901,29343587,31089,CokRecB5483-1.0
GCA_003369635.1,Coleophoma crateriformis,BP5796,565419,PRJNA388491,40652013,1975931,ASM336963v1
GCA_003369665.1,Coleophoma cylindrospora,BP6252,1849047,PRJNA389322,42480816,2359230,ASM336966v1
GCA_026120035.1,Coleophoma eucalyptorum,CBS 131314,1130415,PRJNA827019,45440427,1013756,ASM2612003v1
GCA_027946355.1,Collariella sp. IMI 366227,IMI 366227,2978359,PRJNA786750,29308369,1760284,ASM2794635v1
GCA_964256385.1,Collema furfuraceum,,243200,PRJEB77567,21050370,6097,public_SRR14721954_metabat2_bin.3
GCF_030869225.1,Colletotrichum abscissum,IMI 504890,1671311,PRJNA350894,53936108,962862,CABS01
GCF_030867785.1,Colletotrichum acutatum,CBS 112980,27357,PRJNA334354,49057477,299511,Colac2
GCF_013390185.1,Colletotrichum aenigma,Cg56,1215731,PRJNA476648,59189926,5181253,ASM1339018v1
GCA_036785465.1,Colletotrichum agaves,ARM3,359148,PRJNA1007928,71384446,73877,ASM3678546v1
GCA_027406305.1,Colletotrichum asianum,FJ11,702518,PRJNA872318,66118652,5978754,ASM2740630v1
GCA_014706365.1,Colletotrichum australisinense (nom. inval.),GX1655,2231729,PRJNA597926,55304262,5698484,ASM1470636v1
GCA_030770045.1,Colletotrichum brevisporum,C1,1125787,PRJNA978983,62659034,7932807,ASM3077004v1
GCA_018853505.1,Colletotrichum camelliae,LS-19,538528,PRJNA686827,67471331,5851421,ASM1885350v1
GCA_030867225.1,Colletotrichum caudatum,CBS 131602,5460,PRJNA262368,44202764,94998,Colca1
GCA_034509685.1,Colletotrichum cereale,ASCC004,343994,PRJNA980566,58523228,82919,ASM3450968v1
GCA_001937105.1,Colletotrichum chlorophyti,NTL11,708187,PRJNA350752,52387045,644295,ASM193710v1
GCF_026319265.1,Colletotrichum chrysophilum,AFK26,1836956,PRJNA858866,55966644,288101,ASM2631926v1
GCA_026119605.1,Colletotrichum cliviicola,YN31,2175846,PRJNA872318,52051982,6464197,ASM2611960v1
GCA_020466075.1,Colletotrichum coccodes,CcND04,27358,PRJNA755315,50243842,28750,ASM2046607v1
GCA_027406065.1,Colletotrichum cordylinicola,HN23,858296,PRJNA872318,61624325,5282153,ASM2740606v1
GCF_030867565.1,Colletotrichum costaricense,IMI 309622,1209916,PRJNA350895,51625248,2423109,CCOSS01
GCA_030869315.1,Colletotrichum cuscutae,IMI 304802,1209917,PRJNA350379,80453496,514068,CCUS01
GCF_034447905.1,Colletotrichum destructivum,CBS 520.97,34406,PRJNA1029933,51750812,5290227,ASM3444790v1
GCA_016618095.1,Colletotrichum echinochloae,B-48,537474,PRJNA672254,62246358,5346453,ASM1661809v1
GCA_016807845.1,Colletotrichum eleusines,NJC-16,516970,PRJNA671855,53507824,5135075,ASM1680784v1
GCA_027406105.1,Colletotrichum endophyticum,YN32,1346603,PRJNA872318,61437041,5167365,ASM2740610v1
GCA_030867245.1,Colletotrichum eremochloae,CBS 129661,1173702,PRJNA262442,47210890,352689,Coler1
GCA_037178605.1,Colletotrichum euphorbiae,CBS 134725,1414615,PRJNA1043725,66282202,98703,ASM3717860v1
GCA_019425465.1,Colletotrichum falcatum,CF08,129314,PRJNA509540,56082967,488304,ASM1942546v1
GCA_023376865.1,Colletotrichum filicis,CBS 101611,2940390,PRJNA350378,62965231,325017,CSPX01
GCF_027942845.1,Colletotrichum fioriniae,IMI 355084,710243,PRJNA786750,49445812,2983733,ASM2794284v1
GCF_000582985.1,Colletotrichum fioriniae PJ7,PJ7,1445577,PRJNA233987,49002765,137254,CFIO01
GCF_009771025.1,Colletotrichum fructicola,CGMCC3.17371,690256,PRJNA532407,58056435,905947,ASM977102v1
GCF_000319635.2,Colletotrichum fructicola Nara gc5,Nara gc5,1213859,PRJNA171218,59542867,5461344,ASM31963v2
GCA_047496645.1,Colletotrichum gardeniae,GUCC 12049,2991264,PRJNA898668,63335798,4131996,ASM4749664v1
GCA_024584535.1,Colletotrichum gigasporum,JS-0367,1543685,PRJNA742180,86997423,9214307,ASM2458453v1
GCF_011800055.1,Colletotrichum gloeosporioides,Lc1,474922,PRJNA577812,61904035,709944,NFU_CgLc1_1.0
GCA_021432615.1,Colletotrichum gloeosporioides 23,23,1314770,PRJNA196038,58838139,2304310,Gloci1
GCA_000446055.1,Colletotrichum gloeosporioides Cg-14,Cg-14,1237896,PRJNA176412,53209944,25337,Colletotrichum_gloeosporioides1
GCF_030913485.1,Colletotrichum godetiae,CBS 193.32,1209918,PRJNA333328,51652851,737523,Colgo1
GCA_001951205.1,Colletotrichum graminicola,M5.001,31870,PRJNA354205,59914086,16615,ASM195120v1
GCF_000149035.1,Colletotrichum graminicola M1.001,M1.001,645133,PRJNA37879,51604658,579194,C_graminicola_M1_001_V1
GCA_000313795.2,Colletotrichum higginsianum,IMI 349063,80884,PRJNA47061,49084868,6147,ASM31379v2
GCF_001672515.1,Colletotrichum higginsianum IMI 349063,IMI 349063,759273,PRJNA47061,50716103,5201688,ASM167251v1
GCA_027406005.1,Colletotrichum horii,PLG3,717645,PRJNA872318,68458539,8175915,ASM2740600v1
GCA_001625285.1,Colletotrichum incanum,MAFF 238704,1573173,PRJNA286717,53597417,177164,Ci238704v1
GCA_047496555.1,Colletotrichum jiangxiense,GUCC 12055,1543687,PRJNA898668,57568999,5020161,ASM4749655v1
GCA_051148585.1,Colletotrichum jinshuiense,EsH8,2283408,PRJNA1080248,52104089,5052393,ASM5114858v1
GCA_032988895.1,Colletotrichum kahawae,CIFC_Que2,34407,PRJNA564749,59071264,199181,CKAH01
GCF_011947395.1,Colletotrichum karsti,CkLH20,1095194,PRJNA613862,51850041,857663,ASM1194739v2
GCA_036785755.1,Colletotrichum ledebouriae,CBS 141284,1871365,PRJNA1008866,145951786,34954,ASM3678575v1
GCA_003386485.1,Colletotrichum lentis,CT-30,1585795,PRJNA407672,56100083,4891426,ASM338648v1
GCA_027406045.1,Colletotrichum liaoningense,YN33,1789211,PRJNA872318,51853301,4641664,ASM2740604v1
GCA_030413865.1,Colletotrichum limetticola,KLA-Anderson,1209924,PRJNA952538,50483870,68638,CLIM01
GCA_001693025.3,Colletotrichum lindemuthianum,89 A2 2-3,290576,PRJNA325493,100390507,2180353,UFV_Clind_v3
