ASM_ACCESSION,NCBI_TAXID,SPECIES_IN,STRAIN,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES
GCA_018360975.1_CSU_LM28_v1,5111,Claviceps purpurea,LM28,Ascomycota,,Sordariomycetes,,Hypocreales,Clavicipitaceae,Claviceps,Claviceps purpurea
GCA_018360835.1_CSU_LM30_v1,5111,Claviceps purpurea,LM30,Ascomycota,,Sordariomycetes,,Hypocreales,Clavicipitaceae,Claviceps,Claviceps purpurea
GCA_018360825.1_CSU_LM33_v1,5111,Claviceps purpurea,LM33,Ascomycota,,Sordariomycetes,,Hypocreales,Clavicipitaceae,Claviceps,Claviceps purpurea
GCA_018360675.1_CSU_LM39_v1,5111,Claviceps purpurea,LM39,Ascomycota,,Sordariomycetes,,Hypocreales,Clavicipitaceae,Claviceps,Claviceps purpurea
GCA_018360855.1_CSU_LM4_v1,5111,Claviceps purpurea,LM4,Ascomycota,,Sordariomycetes,,Hypocreales,Clavicipitaceae,Claviceps,Claviceps purpurea
GCA_018360955.1_CSU_LM46_v1,5111,Claviceps purpurea,LM46,Ascomycota,,Sordariomycetes,,Hypocreales,Clavicipitaceae,Claviceps,Claviceps purpurea
GCA_018360535.1_CSU_LM461_v1,5111,Claviceps purpurea,LM461,Ascomycota,,Sordariomycetes,,Hypocreales,Clavicipitaceae,Claviceps,Claviceps purpurea
GCA_018360475.1_CSU_LM469_v1,5111,Claviceps purpurea,LM469,Ascomycota,,Sordariomycetes,,Hypocreales,Clavicipitaceae,Claviceps,Claviceps purpurea
GCA_018360565.1_CSU_LM470_v1,5111,Claviceps purpurea,LM470,Ascomycota,,Sordariomycetes,,Hypocreales,Clavicipitaceae,Claviceps,Claviceps purpurea
GCA_018360605.1_CSU_LM474_v1,5111,Claviceps purpurea,LM474,Ascomycota,,Sordariomycetes,,Hypocreales,Clavicipitaceae,Claviceps,Claviceps purpurea
GCA_018360845.1_CSU_LM5_v1,5111,Claviceps purpurea,LM5,Ascomycota,,Sordariomycetes,,Hypocreales,Clavicipitaceae,Claviceps,Claviceps purpurea
GCA_018360585.1_CSU_LM582_v1,5111,Claviceps purpurea,LM582,Ascomycota,,Sordariomycetes,,Hypocreales,Clavicipitaceae,Claviceps,Claviceps purpurea
GCA_018360735.1_CSU_LM60_v1,5111,Claviceps purpurea,LM60,Ascomycota,,Sordariomycetes,,Hypocreales,Clavicipitaceae,Claviceps,Claviceps purpurea
GCA_018360755.1_CSU_LM71_v1,5111,Claviceps purpurea,LM71,Ascomycota,,Sordariomycetes,,Hypocreales,Clavicipitaceae,Claviceps,Claviceps purpurea
GCA_029405325.1_ASM2940532v1,5111,Claviceps purpurea,LM72,Ascomycota,,Sordariomycetes,,Hypocreales,Clavicipitaceae,Claviceps,Claviceps purpurea
GCA_000347355.1_ASM34735v1,1111077,Claviceps purpurea 20.1,20.1,Ascomycota,,Sordariomycetes,,Hypocreales,Clavicipitaceae,Claviceps,Claviceps purpurea
GCA_018360225.1_CSU_CCC602_v1,123648,Claviceps pusilla,CCC 602,Ascomycota,,Sordariomycetes,,Hypocreales,Clavicipitaceae,Claviceps,Claviceps pusilla
GCA_004016085.1_ASM401608v1,2778779,Claviceps quebecensis,136,Ascomycota,,Sordariomycetes,,Hypocreales,Clavicipitaceae,Claviceps,Claviceps quebecensis
GCA_004016145.1_ASM401614v1,2670776,Claviceps ripicola,139,Ascomycota,,Sordariomycetes,,Hypocreales,Clavicipitaceae,Claviceps,Claviceps ripicola
GCA_004016175.1_ASM401617v1,2670776,Claviceps ripicola,JM_7.2,Ascomycota,,Sordariomycetes,,Hypocreales,Clavicipitaceae,Claviceps,Claviceps ripicola
GCA_018360135.1_CSU_CCC632_v1,96774,Claviceps sorghi,CCC 632,Ascomycota,,Sordariomycetes,,Hypocreales,Clavicipitaceae,Claviceps,Claviceps sorghi
GCA_018360355.1_CSU_Clav32_v1,2559230,Claviceps sp. Clav32 group G5,Clav32,Ascomycota,,Sordariomycetes,,Hypocreales,Clavicipitaceae,Claviceps,Claviceps sp. Clav32 group G5
GCA_018360525.1_CSU_Clav50_v1,2559229,Claviceps sp. Clav50 group G5,Clav50,Ascomycota,,Sordariomycetes,,Hypocreales,Clavicipitaceae,Claviceps,Claviceps sp. Clav50 group G5
GCA_018360435.1_CSU_LM218_v1,2559224,Claviceps sp. LM218 group G6,LM218,Ascomycota,,Sordariomycetes,,Hypocreales,Clavicipitaceae,Claviceps,Claviceps sp. LM218 group G6
GCA_018360595.1_CSU_LM219_v1,2559223,Claviceps sp. LM219 group G6,LM219,Ascomycota,,Sordariomycetes,,Hypocreales,Clavicipitaceae,Claviceps,Claviceps sp. LM219 group G6
GCA_018360445.1_CSU_LM220_v1,2559222,Claviceps sp. LM220 group G6,LM220,Ascomycota,,Sordariomycetes,,Hypocreales,Clavicipitaceae,Claviceps,Claviceps sp. LM220 group G6
GCA_018360575.1_CSU_LM454_v1,2559221,Claviceps sp. LM454 group G7,LM454,Ascomycota,,Sordariomycetes,,Hypocreales,Clavicipitaceae,Claviceps,Claviceps sp. LM454 group G7
GCA_018360275.1_CSU_LM458_v1,2559231,Claviceps sp. LM458 group G5,LM458,Ascomycota,,Sordariomycetes,,Hypocreales,Clavicipitaceae,Claviceps,Claviceps sp. LM458 group G5
GCA_018360375.1_CSU_LM77_v1,2559228,Claviceps sp. LM77 group G4,LM77,Ascomycota,,Sordariomycetes,,Hypocreales,Clavicipitaceae,Claviceps,Claviceps sp. LM77 group G4
GCA_018360385.1_CSU_LM78_v1,2559227,Claviceps sp. LM78 group G4,LM78,Ascomycota,,Sordariomycetes,,Hypocreales,Clavicipitaceae,Claviceps,Claviceps sp. LM78 group G4
GCA_018360345.1_CSU_LM84_v1,2559225,Claviceps sp. LM84 group G4,LM84,Ascomycota,,Sordariomycetes,,Hypocreales,Clavicipitaceae,Claviceps,Claviceps sp. LM84 group G4
GCA_018360215.1_CSU_CCC535_v1,1294630,Claviceps spartinae,CCC 535,Ascomycota,,Sordariomycetes,,Hypocreales,Clavicipitaceae,Claviceps,Claviceps spartinae
GCA_051528945.1_YNP70,89179,Claviceps viridis,DSM 882,Ascomycota,,Sordariomycetes,,Hypocreales,Clavicipitaceae,Claviceps,Claviceps viridis
GCA_030573135.1_ASM3057313v1,255214,Clavispora asparagi,NRRL Y-48714,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora asparagi
GCA_030581635.1_ASM3058163v1,1519030,Clavispora carvajalis,NRRL Y-48694,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora carvajalis
GCA_003707795.2_ASM370779v2,46582,Clavispora fructus,NRRL Y-17072,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora fructus
GCA_030557895.1_ASM3055789v1,46582,Clavispora fructus,NRRL Y-17088,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora fructus
GCA_947297715.1_2772_Clavispora_lusitaniae,36911,Clavispora lusitaniae,,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_046134835.1_ASM4613483v1,36911,Clavispora lusitaniae,129-CS,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_046134795.1_ASM4613479v1,36911,Clavispora lusitaniae,130-CS,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_046134755.1_ASM4613475v1,36911,Clavispora lusitaniae,171-CS,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_046134705.1_ASM4613470v1,36911,Clavispora lusitaniae,193-CS,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_046134635.1_ASM4613463v1,36911,Clavispora lusitaniae,197-CS,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_046134615.1_ASM4613461v1,36911,Clavispora lusitaniae,2020-420,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_046134595.1_ASM4613459v1,36911,Clavispora lusitaniae,2020-588,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_046134525.1_ASM4613452v1,36911,Clavispora lusitaniae,2020-592,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_046134495.1_ASM4613449v1,36911,Clavispora lusitaniae,2020-603,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_046134425.1_ASM4613442v1,36911,Clavispora lusitaniae,259-CS,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_046134305.1_ASM4613430v1,36911,Clavispora lusitaniae,321-CS,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_046134355.1_ASM4613435v1,36911,Clavispora lusitaniae,324-CS_2,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_046134245.1_ASM4613424v1,36911,Clavispora lusitaniae,343-CS,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_003675505.1_ATCC42720_1,36911,Clavispora lusitaniae,ATCC 42720,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_001673695.2_ASM167369v2,36911,Clavispora lusitaniae,CBS 6936,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_032599205.1_UCR_Clus_DH2383_RSY284_v1.0,36911,Clavispora lusitaniae,DH2383_RSY284,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_032599225.1_UCR_Clus_DH2785_AR0398_v1.0,36911,Clavispora lusitaniae,DH2785_AR0398,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_032360665.1_UCR_Clus_DH3703_v1.0,36911,Clavispora lusitaniae,DH3703_C_L01,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_032359115.1_UCR_Clus_DH3704_v1.0,36911,Clavispora lusitaniae,DH3704_C_L02,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_032359075.1_UCR_Clus_DH3705_v1.0,36911,Clavispora lusitaniae,DH3705_C_L03,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_032358955.1_UCR_Clus_DH3706_v1.0,36911,Clavispora lusitaniae,DH3706_C_L04,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_032358995.1_UCR_Clus_DH3707_v1.0,36911,Clavispora lusitaniae,DH3707_C_M05,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_032358935.1_UCR_Clus_DH3708_v1.0,36911,Clavispora lusitaniae,DH3708_C_M06,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_032358915.1_UCR_Clus_DH3709_v1.0,36911,Clavispora lusitaniae,DH3709_C_M07,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_032358895.1_UCR_Clus_DH3710_v1.0,36911,Clavispora lusitaniae,DH3710_C_M08-1,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_032358755.1_UCR_Clus_DH3712_v1.0,36911,Clavispora lusitaniae,DH3712_C_U09,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_032358695.1_UCR_Clus_DH3713_v1.0,36911,Clavispora lusitaniae,DH3713_C_U10,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_032358705.1_UCR_Clus_DH3714_v1.0,36911,Clavispora lusitaniae,DH3714_C_U11,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_032358735.1_UCR_Clus_DH3715_v1.0,36911,Clavispora lusitaniae,DH3715_C_U12s,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_032599185.1_UCR_Clus_DH3769_A1A_v1.0,36911,Clavispora lusitaniae,DH3769_A1A,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_032358555.1_UCR_Clus_DH3839_v1.0,36911,Clavispora lusitaniae,DH3839_B_L01,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_032358535.1_UCR_Clus_DH3840_v1.0,36911,Clavispora lusitaniae,DH3840_B_L02,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_032358515.1_UCR_Clus_DH3841_v1.0,36911,Clavispora lusitaniae,DH3841_B_L03,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_032358495.1_UCR_Clus_DH3842_v1.0,36911,Clavispora lusitaniae,DH3842_B_L04,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_032358455.1_UCR_Clus_DH3843_v1.0,36911,Clavispora lusitaniae,DH3843_B_L05,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_032358475.1_UCR_Clus_DH3844_v1.0,36911,Clavispora lusitaniae,DH3844_B_L06,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_032358435.1_UCR_Clus_DH3845_v1.0,36911,Clavispora lusitaniae,DH3845_B_U07,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_032358395.1_UCR_Clus_DH3846_v1.0,36911,Clavispora lusitaniae,DH3846_B_U08,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_032358415.1_UCR_Clus_DH3847_v1.0,36911,Clavispora lusitaniae,DH3847_B_U09,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_032358355.1_UCR_Clus_DH3848_v1.0,36911,Clavispora lusitaniae,DH3848_B_U10,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_032358375.1_UCR_Clus_DH3849_v1.0,36911,Clavispora lusitaniae,DH3849_B_U11,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_032358335.1_UCR_Clus_DH3850_v1.0,36911,Clavispora lusitaniae,DH3850_B_U12,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCF_014636115.1_ASM1463611v1,36911,Clavispora lusitaniae,FDAARGOS_655,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_050916175.1_Ther_C_lusitaniae_KM1_1,36911,Clavispora lusitaniae,KM1,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_003675715.1_L09_1,36911,Clavispora lusitaniae,L09,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_003675665.1_L10_1,36911,Clavispora lusitaniae,L10,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_003675655.1_L11_1,36911,Clavispora lusitaniae,L11,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_003675685.1_L12_1,36911,Clavispora lusitaniae,L12,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_003675625.1_L13_1,36911,Clavispora lusitaniae,L13,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_003675615.1_L14_1,36911,Clavispora lusitaniae,L14,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_003675455.1_L15_1,36911,Clavispora lusitaniae,L15,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_003675575.1_L16_1,36911,Clavispora lusitaniae,L16,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_003675555.2_ASM367555v2,36911,Clavispora lusitaniae,L17,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_004026375.1_ASM402637v1,36911,Clavispora lusitaniae,N2_070_000G1,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_030449025.1_ASM3044902v1,36911,Clavispora lusitaniae,NRRL Y-11827,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_009498055.1_ASM949805v1,36911,Clavispora lusitaniae,P1,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_023627755.1_ASM2362775v1,36911,Clavispora lusitaniae,P1110A,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_025503755.1_ASM2550375v1,36911,Clavispora lusitaniae,P1110B,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_009498075.1_ASM949807v1,36911,Clavispora lusitaniae,P2,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_009498095.1_ASM949809v1,36911,Clavispora lusitaniae,P3,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_009498135.1_ASM949813v1,36911,Clavispora lusitaniae,P4,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_023627835.1_ASM2362783v1,36911,Clavispora lusitaniae,P4013B,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_009498115.1_ASM949811v1,36911,Clavispora lusitaniae,P5,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_023627815.1_ASM2362781v1,36911,Clavispora lusitaniae,P8014A,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_037041735.1_ASM3704173v1,36911,Clavispora lusitaniae,R121-14C,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_037041855.1_ASM3704185v1,36911,Clavispora lusitaniae,R6205-1,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_037041895.1_ASM3704189v1,36911,Clavispora lusitaniae,R6405,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_037041915.1_ASM3704191v1,36911,Clavispora lusitaniae,R7513,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_003675595.1_S18_1,36911,Clavispora lusitaniae,S18,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_003675435.1_S19_1,36911,Clavispora lusitaniae,S19,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_003675495.1_S20_1,36911,Clavispora lusitaniae,S20,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_003675535.1_S21_1,36911,Clavispora lusitaniae,S21,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_044592885.1_ASM4459288v1,36911,Clavispora lusitaniae,SCHI0087.S.62,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_003675805.1_U02_1,36911,Clavispora lusitaniae,U02,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_003675835.1_U03_1,36911,Clavispora lusitaniae,U03,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_003675475.1_U04_1,36911,Clavispora lusitaniae,U04,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_003675795.1_U05_1,36911,Clavispora lusitaniae,U05,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_003675775.1_U06_1,36911,Clavispora lusitaniae,U06,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_003675755.1_U07_1,36911,Clavispora lusitaniae,U07,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_003675725.1_U08_1,36911,Clavispora lusitaniae,U08,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_032599165.1_UCR_Clus_UCDFST_16-4994.55_v1.0,36911,Clavispora lusitaniae,UCDFST_16-4994.55,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_032599085.1_UCR_Clus_UCDFST_76-31_v1.0,36911,Clavispora lusitaniae,UCDFST_76-31,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_032599145.1_UCR_Clus_UCDFST_79-1_v1.0,36911,Clavispora lusitaniae,UCDFST_79-1,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_032599125.1_UCR_Clus_UCDFST_80-11_v1.0,36911,Clavispora lusitaniae,UCDFST_80-11,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_032599105.1_UCR_Clus_UCDFST_80-12_v1.0,36911,Clavispora lusitaniae,UCDFST_80-12,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_032599065.1_UCR_Clus_UCDFST_82-606.2_v1.0,36911,Clavispora lusitaniae,UCDFST_82-606.2,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCF_000003835.1_ASM383v1,306902,Clavispora lusitaniae ATCC 42720,ATCC 42720,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_000410855.1_Candida_lusitaniae_Genome_Assembly,1314667,Clavispora lusitaniae MTCC 1001,MTCC 1001,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
GCA_030574075.1_ASM3057407v1,36912,Clavispora opuntiae,NRRL Y-11820,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora opuntiae
GCA_022058765.1_ASM2205876v1,3315603,Clavispora paralusitaniae,NYNU 161120,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora paralusitaniae
GCA_030674715.1_ASM3067471v1,1212665,Clavispora phyllophila,CBS 12671,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora phyllophila
GCA_022577675.1_ASM2257767v1,2699536,Clavispora santaluciae,A1.18,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora santaluciae
GCA_022577415.1_ASM2257741v1,2699536,Clavispora santaluciae,A1.19,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora santaluciae
GCA_022577645.1_ASM2257764v1,2699536,Clavispora santaluciae,A1.5,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora santaluciae
GCA_022577575.1_ASM2257757v1,2699536,Clavispora santaluciae,A1.7,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora santaluciae
GCA_022577425.1_ASM2257742v1,2699536,Clavispora santaluciae,LB-NB-3.3,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora santaluciae
GCA_054084085.1_ASM5408408v1,3448212,Clavispora sp. CDBB-L-2031,CDBB-L-2031,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora sp. CDBB-L-2031
GCA_030557995.1_ASM3055799v1,1212667,Clavispora vitiphila,CBS 12672,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora vitiphila
GCA_015039315.1_ClaPMI390,1486700,Clavulina sp. PMI_390,PMI_390,Basidiomycota,,Agaricomycetes,,Cantharellales,Hydnaceae,Clavulina,Clavulina sp. PMI_390
GCA_900068955.1_Clitocybe_nebularis-8,117024,Clitocybe nebularis,,Basidiomycota,,Agaricomycetes,,Agaricales,Clitocybaceae,Clitocybe,Clitocybe nebularis
GCA_054134965.1_ASM5413496v1,2726953,Clitopilus abprunulus,CAB,Basidiomycota,,Agaricomycetes,,Agaricales,Entolomataceae,Clitopilus,Clitopilus abprunulus
GCA_054134975.1_ASM5413497v1,648681,Clitopilus hobsonii,NL-19,Basidiomycota,,Agaricomycetes,,Agaricales,Entolomataceae,Clitopilus,Clitopilus hobsonii
GCA_015708445.2_ASM1570844v2,648681,Clitopilus hobsonii,QYL-10,Basidiomycota,,Agaricomycetes,,Agaricales,Entolomataceae,Clitopilus,Clitopilus hobsonii
GCA_054134875.1_ASM5413487v1,648681,Clitopilus hobsonii,XST,Basidiomycota,,Agaricomycetes,,Agaricales,Entolomataceae,Clitopilus,Clitopilus hobsonii
GCA_944990035.1_DSM1602,648682,Clitopilus passeckerianus,,Basidiomycota,,Agaricomycetes,,Agaricales,Entolomataceae,Clitopilus,Clitopilus passeckerianus
GCA_965649405.1_gfCliPrun1.hap2.1,71936,Clitopilus prunulus,,Basidiomycota,,Agaricomycetes,,Agaricales,Entolomataceae,Clitopilus,Clitopilus prunulus
GCA_054134845.1_ASM5413484v1,181132,Clitopilus scyphoides,50334,Basidiomycota,,Agaricomycetes,,Agaricales,Entolomataceae,Clitopilus,Clitopilus scyphoides
GCA_002105025.1_Cloaq1,1231657,Clohesyomyces aquaticus,CBS 115471,Ascomycota,,Dothideomycetes,,Pleosporales,Lindgomycetaceae,Clohesyomyces,Clohesyomyces aquaticus
